event_date,variant_id,gender,age,impressions,users,clicks,conversions,purchases,revenue
2011-07-17,control,F,50s,92,1,44,22,114,238.4
2011-06-24,test,F,50s,49,1,28,15,126,268.97
2011-07-25,control,M,50s,80,1,32,21,281,265.2699999999999
2011-11-29,control,M,30s,98,1,33,23,342,642.9999999999999
2011-08-22,control,M,20s,245,1,124,62,846,1417.4599999999998
2011-10-14,control,F,50s,91,1,38,25,291,459.53
2011-03-07,control,M,50s,114,2,57,28,2502,2266.26
2011-07-18,control,M,40s,96,2,49,23,628,701.7000000000002
2011-02-04,control,M,40s,96,1,43,25,283,335.53000000000003
2011-06-01,test,M,40s,26,1,14,7,78,153.3
2011-04-04,test,M,40s,215,2,95,59,107,546.4899999999997
2011-05-15,test,F,20s,73,1,35,23,36,63.440000000000005
2011-09-12,control,M,20s,117,2,56,30,998,1808.5800000000004
2011-09-02,control,M,50s,146,2,64,38,164,195.22
2011-01-26,test,F,20s,83,1,40,21,150,328.4
2011-02-08,control,M,50s,40,1,23,11,88,179.6
2011-11-03,control,M,30s,101,2,43,25,184,421.4199999999999
2011-11-03,control,M,20s,71,3,33,18,395,1691.6500000000005
2011-05-27,control,M,20s,75,1,39,18,328,373.04
2011-11-28,test,F,50s,277,2,128,67,737,536.7
2011-11-30,control,M,20s,77,1,33,18,270,441.04
2011-10-30,test,F,20s,119,1,56,31,134,244.79999999999995
2011-04-26,test,M,50s,83,1,39,18,251,319.27000000000004
2011-01-13,test,F,30s,116,2,49,25,255,458.30999999999995
2010-12-15,control,F,50s,103,2,42,24,159,569.5699999999999
2011-10-16,test,M,30s,202,2,87,50,275,641.4799999999999
2011-07-13,test,M,20s,129,1,53,30,173,352.94000000000005
2010-12-13,test,F,30s,79,2,34,22,169,704.9500000000002
2011-07-31,control,F,40s,66,1,30,17,176,298.38000000000005
2011-02-17,control,M,50s,115,2,63,28,709,536.7
2011-05-10,control,F,50s,92,1,39,22,252,344.85999999999996
2011-07-14,test,F,40s,136,1,62,36,419,791.5699999999996
2011-01-26,test,F,30s,76,2,38,19,208,569.25
2011-11-10,test,M,30s,52,1,22,11,94,226.60000000000002
2011-03-20,control,F,50s,31,1,13,7,76,168.7
2011-03-16,test,F,40s,16,1,8,6,100,584.76
2011-10-17,test,M,30s,57,1,23,13,67,131.94
2011-03-22,control,M,50s,91,1,36,21,209,517.5499999999998
2011-01-13,control,F,20s,32,1,14,8,155,130.85
2011-04-08,control,M,40s,49,1,28,14,105,247.95
2011-01-07,control,M,20s,37,1,16,9,70,141.48000000000002
2011-01-07,control,M,30s,67,1,34,20,187,328.54
2011-11-22,test,F,50s,90,1,44,19,58,114.14
2011-11-24,test,F,40s,47,1,22,12,187,220.20000000000005
2011-06-15,test,F,50s,30,1,15,9,46,112.10000000000001
2011-05-19,control,F,30s,55,2,33,14,145,417.40000000000003
2011-02-06,test,F,50s,47,1,25,13,99,145.5
2011-08-05,control,F,50s,20,1,9,4,24,90.0
2011-05-19,control,F,20s,33,1,14,7,50,141.54000000000002
2011-08-15,test,M,30s,36,1,16,7,88,238.00000000000003
2011-03-02,control,F,30s,17,1,7,4,128,374.0
2011-06-17,test,F,30s,39,1,22,10,174,379.22
2011-12-07,test,M,30s,27,1,12,8,80,110.79999999999998
2011-09-08,test,M,20s,10,1,7,3,160,186.32
2011-10-17,test,F,40s,21,1,11,5,85,330.63000000000005
2011-11-01,control,M,50s,10,1,4,2,18,107.10000000000001
2011-09-15,control,M,50s,13,1,10,3,7,67.98
2011-07-21,test,F,30s,7,1,3,2,11,109.44999999999999
2011-06-19,control,F,20s,9,1,3,2,100,535.0
2011-03-09,test,M,50s,10,1,6,3,54,358.5
2011-10-18,test,F,50s,7,1,3,2,144,302.40000000000003
2011-04-20,test,F,50s,10,2,4,3,40,142.2
2011-11-30,control,M,30s,8,1,5,3,244,363.88
2011-07-21,test,F,20s,3,1,2,1,109,833.85
2011-09-18,control,F,40s,448,1,224,113,343,585.1799999999997
2011-07-28,control,F,20s,182,2,85,47,328,364.7399999999999
2011-11-08,test,M,40s,196,2,88,43,1015,1532.1699999999996
2011-11-22,test,M,50s,186,2,92,45,188,387.34999999999985
2011-10-19,test,F,40s,837,3,398,201,938,1055.1999999999996
2011-01-16,test,M,40s,170,1,77,40,347,477.60999999999996
2011-11-16,control,F,40s,90,1,47,23,160,296.76000000000005
2011-06-07,control,M,50s,329,2,152,75,978,1396.0300000000007
2011-10-12,test,F,30s,521,1,244,133,359,568.6599999999996
2011-03-14,control,M,40s,65,1,32,17,338,414.30000000000007
2011-04-28,test,F,40s,19,1,11,6,6,15.27
2010-12-06,test,M,40s,322,3,161,79,592,1125.02
2011-10-13,control,M,40s,430,2,201,109,1199,3020.13
2011-02-13,control,M,30s,352,2,179,91,261,434.91999999999973
2011-06-06,control,F,50s,101,1,37,23,137,247.60999999999999
2011-11-06,test,M,40s,847,1,413,221,711,1112.1099999999994
2010-12-05,control,F,20s,26,1,14,7,14,37.35
2011-11-17,test,M,20s,118,5,60,32,482,983.3200000000003
2011-04-11,test,F,50s,194,2,92,47,519,953.1300000000003
2011-08-18,control,M,40s,772,2,363,189,3079,4976.760000000004
2011-01-25,test,F,40s,293,1,127,76,365,632.18
2011-06-05,control,M,20s,72,2,36,18,130,305.43999999999994
2011-10-28,test,F,30s,274,1,131,62,233,403.2499999999999
2011-08-01,control,F,30s,304,2,143,77,173,455.94000000000017
2011-09-09,test,F,30s,223,2,103,53,120,339.36999999999995
2011-11-14,test,F,40s,167,3,74,43,430,955.1599999999999
2011-03-18,test,M,40s,420,2,213,101,504,910.6000000000001
2011-03-31,test,M,50s,270,1,113,65,785,543.5999999999999
2011-07-22,control,M,20s,268,1,124,68,130,218.55999999999986
2011-01-04,test,F,50s,120,1,56,29,352,413.68000000000006
2011-09-20,test,M,20s,306,3,140,81,541,1238.9199999999996
2011-11-04,test,F,50s,166,1,78,37,157,194.88
2011-01-14,test,M,30s,427,2,193,105,623,954.85
2011-05-08,control,M,30s,310,1,138,74,142,287.89000000000004
2011-03-30,control,M,20s,330,4,166,89,1503,2360.92
2011-01-14,control,M,20s,186,2,87,49,737,865.4899999999999
2011-08-18,control,F,30s,143,2,71,33,457,1097.97
2011-07-24,control,F,50s,79,1,37,20,214,505.4599999999999
2011-11-29,test,F,40s,96,2,37,23,289,614.99
2011-03-15,test,M,30s,152,2,75,41,360,447.44000000000005
2011-07-18,control,F,30s,219,1,114,63,147,310.4899999999999
2011-06-26,control,F,20s,378,1,193,93,174,545.3399999999999
2011-04-04,test,F,30s,52,1,25,13,141,174.46
2011-08-03,test,M,20s,402,2,199,99,338,728.4000000000001
2011-02-08,test,F,40s,40,1,16,10,308,364.32
2011-12-01,control,M,40s,383,3,197,90,580,1324.78
2010-12-05,test,M,40s,75,1,34,19,93,431.4500000000001
2011-08-26,control,M,20s,141,1,64,34,105,199.27999999999997
2011-02-22,test,F,30s,284,3,142,70,518,747.3100000000006
2011-02-13,control,M,20s,362,1,165,84,617,741.8499999999999
2011-05-19,test,M,20s,141,2,66,35,478,570.6700000000001
2011-12-08,test,F,30s,529,2,249,136,521,940.7299999999997
2010-12-16,control,F,30s,73,1,39,19,119,328.77000000000004
2011-02-17,control,F,50s,128,1,55,37,279,640.1
2011-05-13,control,M,30s,55,1,25,15,730,1249.6999999999998
2011-03-04,control,M,20s,316,2,141,78,955,1764.7900000000002
2010-12-02,test,M,20s,92,2,43,24,423,543.29
2011-04-08,test,F,30s,85,1,39,20,152,394.43999999999994
2011-11-13,control,M,20s,232,2,116,66,168,383.9699999999999
2010-12-21,test,F,40s,39,1,22,11,85,193.15
2011-11-04,test,M,50s,208,1,104,50,204,221.63000000000002
2011-08-03,test,F,30s,240,2,120,66,289,413.27
2011-11-27,test,F,50s,752,4,365,183,611,1304.660000000001
2011-06-16,control,M,30s,71,1,32,23,336,421.08000000000004
2010-12-15,test,F,50s,114,1,52,26,434,243.22000000000003
2010-12-16,control,F,20s,285,2,129,66,220,489.56999999999994
2011-07-20,test,M,30s,94,3,43,25,260,436.44
2011-07-12,test,F,30s,356,1,163,94,236,501.37
2011-07-14,control,F,20s,61,1,32,14,163,356.84000000000003
2011-03-02,test,F,40s,143,1,75,41,292,779.9199999999998
2011-07-28,control,F,30s,24,2,11,6,1492,351.6
2010-12-02,test,M,30s,118,2,57,30,209,453.0999999999999
2011-06-16,control,M,20s,29,1,17,7,144,158.4
2011-03-30,control,M,30s,90,2,37,21,470,536.6999999999999
2011-02-07,control,F,30s,106,1,60,26,89,219.99000000000004
2011-04-08,test,F,20s,93,1,45,23,237,373.2700000000001
2011-05-13,test,M,40s,80,1,37,21,207,407.34999999999997
2010-12-12,test,M,40s,567,1,268,137,511,1050.3500000000001
2011-04-08,control,F,50s,87,1,43,21,182,306.18000000000006
2011-07-20,test,M,20s,102,1,50,28,114,312.90000000000003
2011-10-05,control,F,20s,390,3,174,101,1374,2465.699999999999
2011-02-21,test,M,40s,65,1,35,17,126,306.0
2011-06-03,test,F,20s,88,2,47,23,890,2016.92
2011-02-11,test,M,30s,90,1,39,23,373,494.5099999999999
2011-02-23,control,F,40s,57,1,31,16,185,224.90999999999997
2011-10-31,control,F,40s,152,1,76,40,323,656.2500000000002
2011-11-04,control,M,50s,55,1,26,16,210,477.94000000000005
2011-03-15,control,F,40s,185,2,84,41,244,389.46000000000004
2011-01-10,test,M,50s,198,1,92,50,518,780.4199999999997
2011-11-18,control,M,20s,266,4,133,64,814,1474.0899999999997
2011-09-20,test,M,30s,63,1,31,14,158,324.1400000000001
2011-04-07,test,M,50s,292,3,146,71,188,450.4499999999999
2011-10-04,test,M,30s,205,2,100,53,690,1399.33
2011-10-05,control,F,30s,71,2,38,19,187,367.8499999999999
2011-02-10,control,M,50s,96,2,46,24,1110,1788.8799999999999
2011-09-12,test,F,20s,47,1,24,12,82,183.07999999999998
2010-12-15,test,M,30s,97,1,51,26,229,501.01000000000005
2011-03-20,control,M,40s,66,1,28,18,208,282.28000000000003
2011-10-14,test,F,40s,83,1,38,20,240,729.6
2011-02-24,control,M,50s,146,2,79,37,143,186.91000000000005
2011-11-18,control,M,30s,56,1,26,14,141,316.45
2011-08-25,control,F,20s,87,1,45,24,216,404.79999999999995
2011-11-29,test,M,50s,80,2,34,16,218,371.6
2011-03-07,test,F,30s,103,1,42,25,52,145.70000000000002
2011-01-31,test,F,50s,61,1,31,15,37,131.7
2011-06-05,control,M,30s,161,3,84,44,645,1198.2800000000002
2010-12-06,test,F,50s,54,2,25,14,87,243.19
2011-11-22,control,M,20s,179,3,84,47,2075,2789.089999999999
2011-11-22,control,F,30s,301,3,155,74,803,1021.2000000000003
2011-04-19,test,F,20s,52,2,30,11,90,278.42
2011-10-05,control,M,50s,47,1,16,10,546,609.7800000000001
2011-11-13,control,M,30s,115,1,61,35,71,154.29000000000002
2011-04-19,test,F,30s,113,1,50,23,267,424.64000000000004
2011-06-15,control,M,30s,73,1,36,19,208,299.94
2011-03-15,test,M,20s,152,1,68,35,356,548.7499999999999
2011-10-03,control,F,40s,121,1,60,30,267,782.5899999999998
2011-07-01,test,M,40s,119,1,48,34,150,118.96
2011-04-28,test,M,20s,54,1,26,16,102,327.71999999999997
2011-04-26,control,F,20s,105,2,52,25,180,415.5499999999999
2011-07-24,control,M,20s,133,1,62,30,291,501.14000000000004
2011-02-10,test,M,50s,53,1,34,16,177,238.85
2011-03-16,control,F,20s,64,1,34,16,144,370.4800000000001
2011-02-14,control,F,50s,32,1,11,8,47,160.2
2011-04-13,control,M,30s,29,1,15,8,360,409.2
2011-11-22,control,F,20s,89,2,40,19,89,420.74999999999994
2011-03-21,test,M,50s,80,2,47,21,441,850.63
2011-05-19,test,M,30s,65,1,23,19,128,352.85
2011-08-17,control,F,50s,359,1,171,87,380,588.3599999999999
2011-06-13,control,F,50s,68,1,31,19,236,312.44
2011-02-01,test,F,40s,49,1,24,12,113,214.45
2011-06-06,test,M,20s,29,1,11,7,50,114.3
2011-12-01,test,F,50s,119,1,61,35,167,235.44
2011-06-15,control,M,20s,159,1,78,45,649,1323.93
2011-06-30,test,M,40s,61,1,27,16,157,269.4
2011-02-02,test,F,30s,131,2,63,34,82,252.82999999999998
2011-02-25,control,F,30s,102,1,48,23,171,401.37000000000006
2011-12-04,control,M,30s,88,1,42,23,164,443.64
2011-08-25,test,M,40s,37,2,12,9,332,273.0
2011-09-04,control,M,20s,75,1,38,19,266,761.6800000000002
2010-12-05,control,F,30s,47,1,23,10,86,184.79999999999998
2011-11-23,control,F,50s,26,1,14,7,285,314.81000000000006
2011-07-06,test,M,40s,13,1,6,3,93,202.1
2011-08-01,control,F,20s,63,1,30,17,250,211.13999999999996
2011-10-05,test,M,50s,112,2,50,29,510,863.6899999999999
2011-01-12,control,F,40s,197,1,88,49,303,436.2300000000001
2011-05-24,test,M,40s,151,2,72,40,523,766.9399999999998
2011-12-02,control,F,40s,86,1,47,21,137,271.98999999999995
2011-12-08,test,F,20s,8,1,2,2,2700,1944.0
2011-05-24,control,F,50s,43,1,23,13,228,317.15999999999997
2011-09-01,control,F,50s,131,1,65,30,111,207.72999999999996
2011-06-28,test,M,30s,63,2,34,18,266,721.76
2011-09-09,test,F,20s,101,2,48,23,294,590.1999999999999
2010-12-02,test,F,30s,110,2,42,30,124,505.7199999999999
2011-07-24,control,M,30s,37,1,18,9,1368,194.48000000000002
2011-01-26,control,F,50s,84,2,39,21,109,400.21000000000004
2011-01-31,control,F,50s,98,1,53,21,131,549.58
2011-10-28,test,F,20s,7,1,5,1,1992,1434.24
2011-09-05,test,F,20s,64,1,27,15,165,315.17
2011-10-17,control,F,40s,106,1,49,25,365,543.4100000000001
2011-02-07,test,F,30s,23,1,13,7,16,143.92000000000002
2010-12-09,test,F,40s,62,2,34,16,221,735.2299999999999
2011-05-05,control,F,20s,35,2,13,7,490,242.7
2011-10-27,control,F,50s,114,1,56,32,83,142.44
2011-03-07,test,F,20s,59,1,23,13,26,269.7
2011-06-07,test,F,20s,29,1,13,6,22,122.75999999999999
2011-11-07,test,F,30s,149,2,75,37,1047,526.6999999999998
2011-09-11,test,M,50s,53,1,22,14,128,231.56
2011-05-05,control,M,50s,32,1,16,8,236,214.56
2011-05-25,control,M,50s,49,1,23,13,174,317.6
2011-05-13,control,M,20s,62,1,26,13,64,243.75000000000003
2011-06-14,test,F,30s,49,1,23,12,136,428.95
2011-11-09,test,M,30s,69,1,29,17,144,195.86
2011-05-22,control,F,40s,34,1,17,9,99,257.7
2011-09-12,test,M,50s,45,1,20,11,57,129.32999999999998
2011-06-01,control,M,40s,11,1,3,2,144,152.64000000000001
2011-07-11,test,M,20s,23,1,7,5,42,213.7
2011-07-12,test,F,20s,6,1,2,1,23,24.380000000000003
2011-06-07,test,F,30s,26,1,14,8,21,149.15
2011-01-14,test,M,20s,29,1,17,7,78,179.10000000000002
2011-01-11,control,F,30s,29,1,14,7,49,145.75000000000003
2011-08-02,control,M,40s,9,1,3,2,216,228.95999999999998
2011-06-06,test,M,30s,23,1,12,6,118,181.3
2011-07-17,test,M,50s,11,1,6,3,13,49.550000000000004
2011-06-19,test,F,20s,27,1,15,8,36,111.19999999999999
2010-12-02,test,F,20s,16,1,8,4,76,160.6
2011-01-18,control,F,50s,3,1,1,1,144,79.2
2011-02-25,control,F,20s,5,1,3,1,360,381.6
2011-05-04,control,M,40s,3,1,1,1,504,534.24
2011-03-03,control,M,40s,75,1,34,20,459,294.3299999999999
2011-09-29,control,F,20s,143,1,66,35,565,615.3900000000001
2011-04-10,control,M,20s,291,2,130,71,582,1074.9399999999998
2011-06-24,control,M,40s,129,1,65,31,413,634.7400000000002
2011-12-08,test,M,20s,267,2,137,67,235,518.9100000000001
2011-01-19,control,M,20s,232,3,114,60,646,763.94
2011-08-12,control,F,30s,53,1,21,14,190,316.99
2010-12-14,control,M,20s,160,3,77,41,218,410.46999999999986
2011-09-09,control,F,20s,209,1,101,53,255,377.05999999999995
2011-05-27,test,F,30s,164,1,76,42,111,157.58
2011-08-23,test,F,40s,145,1,62,29,269,524.0999999999999
2011-11-30,test,F,30s,90,1,42,19,236,402.22
2011-10-10,control,F,20s,280,2,133,73,334,577.6000000000001
2011-01-31,control,M,20s,332,3,148,76,765,1481.3000000000002
2011-06-02,control,M,20s,1118,4,549,295,3661,11344.120000000003
2011-10-20,test,M,50s,339,2,159,80,741,933.1299999999995
2011-12-06,control,F,20s,651,2,307,162,324,605.5600000000002
2011-10-26,test,M,50s,74,2,35,18,366,710.18
2011-11-06,control,F,30s,160,2,67,38,302,634.73
2011-06-28,control,M,40s,269,1,127,66,460,1452.35
2011-10-26,test,F,50s,927,1,459,239,921,1285.4799999999996
2011-03-24,control,F,30s,461,1,202,114,224,433.2899999999997
2010-12-13,test,M,40s,383,3,178,88,579,1104.8599999999997
2010-12-03,control,F,20s,106,1,42,25,64,122.15000000000002
2011-10-06,control,M,20s,1097,2,516,264,1260,1955.53
2011-11-06,control,F,20s,241,1,115,64,638,1303.1400000000006
2010-12-15,control,M,20s,236,3,105,53,258,720.4700000000001
2011-06-23,test,M,50s,151,1,73,44,554,473.81999999999994
2011-03-13,control,F,50s,220,2,94,58,395,430.50000000000017
2011-01-25,control,M,30s,124,1,60,34,162,389.90000000000003
2011-10-30,control,M,50s,292,3,144,80,367,979.72
2011-02-03,test,F,30s,131,1,63,34,5880,6549.119999999999
2011-07-15,control,F,20s,641,2,297,164,687,1431.39
2011-11-03,test,F,30s,234,3,118,63,4369,5942.159999999998
2011-09-29,control,F,30s,695,3,344,169,1354,1985.0400000000009
2011-07-19,control,M,50s,500,6,229,126,1211,2505.8899999999994
2011-01-11,control,M,20s,208,2,108,54,178,315.37999999999994
2011-10-06,control,F,50s,201,2,102,51,688,1438.6399999999999
2011-11-20,test,M,30s,332,2,162,84,538,887.48
2011-08-14,test,M,20s,261,1,132,67,86,241.47999999999996
2011-03-14,test,M,40s,458,2,215,118,335,899.0000000000001
2011-11-28,control,F,50s,76,1,35,21,342,485.9599999999999
2011-10-17,control,M,20s,432,3,217,107,744,1662.0900000000006
2011-11-17,test,F,30s,511,2,231,117,948,2502.539999999998
2011-05-10,test,F,40s,51,1,27,13,128,215.64999999999998
2011-11-14,control,F,20s,224,1,104,53,146,355.13999999999993
2011-07-29,control,F,50s,125,1,61,30,260,520.1
2011-03-18,control,F,30s,33,1,14,7,24,113.35
2011-08-16,control,M,40s,118,2,59,31,498,687.25
2011-01-25,control,M,20s,150,3,81,41,1356,3070.2799999999997
2011-07-28,test,F,50s,91,1,51,21,542,305.00000000000006
2011-11-07,test,M,50s,63,1,29,17,180,303.15999999999997
2011-10-17,control,M,30s,206,1,105,55,200,225.59999999999994
2010-12-15,control,M,30s,32,1,16,9,59,165.85
2011-10-10,test,M,20s,236,2,109,57,697,1543.8400000000004
2011-02-27,control,F,30s,83,2,39,21,308,539.1400000000001
2011-01-24,test,F,40s,117,1,52,25,78,163.04000000000002
2010-12-08,control,F,30s,110,1,43,30,190,692.9399999999999
2011-03-09,control,F,20s,312,1,153,81,944,1576.36
2011-11-30,test,F,20s,96,1,44,23,122,126.66000000000001
2011-03-03,test,M,20s,187,3,102,49,561,1191.9099999999999
2011-11-01,test,F,20s,404,4,189,97,665,1182.3900000000006
2011-01-11,control,M,30s,93,1,43,27,308,425.1
2011-04-05,control,F,30s,96,2,50,21,148,328.42999999999995
2011-07-15,control,M,50s,188,2,87,46,258,417.26000000000005
2011-10-27,test,F,20s,222,3,103,51,465,903.4099999999997
2010-12-16,test,M,50s,468,5,201,108,7793,10445.210000000003
2011-11-15,test,M,40s,395,2,185,103,296,845.56
2011-10-25,control,F,20s,166,2,81,45,369,850.3800000000001
2011-08-24,control,F,30s,37,1,17,7,43,121.36999999999999
2011-05-13,test,F,30s,375,3,181,105,782,1150.2100000000005
2011-09-13,test,M,20s,285,1,140,72,972,1079.4700000000003
2011-01-31,control,M,30s,359,2,159,83,358,547.0499999999997
2011-10-21,test,M,30s,51,1,17,13,76,526.0
2011-11-06,control,M,40s,681,4,321,169,1214,2266.350000000001
2011-01-28,test,F,50s,149,1,69,31,301,524.57
2011-01-31,test,M,20s,169,1,86,42,567,609.0100000000001
2011-08-26,test,F,20s,5,1,1,1,600,432.0
2011-05-11,control,F,50s,124,1,56,30,276,574.4599999999999
2011-02-27,test,F,30s,112,1,48,29,64,258.40000000000003
2011-03-24,control,F,20s,98,1,52,23,262,335.32000000000005
2011-09-27,control,M,20s,159,3,80,39,630,1195.9199999999998
2011-10-27,test,F,30s,112,1,48,28,99,148.71999999999997
2011-01-25,test,M,40s,8,1,4,3,52,157.4
2011-05-08,control,F,20s,97,1,47,25,92,253.47
2011-06-08,test,M,40s,130,2,63,34,576,992.27
2011-02-28,test,F,30s,318,2,171,87,331,913.8800000000002
2011-03-17,control,M,50s,160,3,79,43,521,1043.72
2011-08-18,test,M,50s,88,1,38,20,58,163.42000000000002
2011-12-07,test,F,40s,91,1,43,22,392,957.0600000000001
2011-03-21,test,F,30s,128,1,54,29,124,248.19999999999993
2011-08-01,test,F,20s,62,1,27,13,122,498.47999999999996
2011-02-18,control,F,30s,129,1,56,32,151,214.04999999999998
2011-04-10,control,F,50s,105,1,53,28,59,156.22
2011-03-27,test,F,20s,87,1,43,23,74,218.33999999999997
2011-08-19,control,F,50s,86,1,39,21,282,546.9000000000001
2011-09-28,test,M,50s,368,1,159,92,1225,1810.5100000000004
2011-03-22,test,M,20s,40,1,12,8,108,317.80000000000007
2011-11-08,control,M,50s,91,2,40,23,412,738.88
2011-06-17,control,M,20s,69,2,34,19,1751,1690.4600000000003
2011-08-10,control,M,20s,70,2,33,17,276,326.03000000000003
2011-08-01,control,M,30s,139,1,68,32,153,206.69000000000003
2011-12-02,control,M,20s,141,2,69,37,205,872.1700000000001
2011-08-03,control,F,30s,129,1,48,28,332,767.0699999999999
2011-04-10,control,M,30s,68,1,29,18,82,191.86
2011-02-02,control,M,30s,77,2,38,20,330,601.4599999999999
2011-08-30,test,F,20s,66,1,31,16,209,291.33000000000004
2011-03-08,test,M,50s,51,1,24,11,157,328.37
2011-07-15,control,F,30s,130,1,51,33,73,187.39
2011-12-02,test,F,50s,39,1,22,10,124,323.52000000000004
2011-05-26,test,F,50s,108,1,57,23,79,254.42000000000002
2010-12-10,control,M,20s,53,1,30,14,131,311.95
2011-03-06,test,M,30s,73,1,37,20,47,136.76999999999998
2011-08-09,control,M,20s,162,1,70,37,71,224.12000000000012
2011-05-16,test,F,50s,99,1,44,27,203,560.2700000000001
2011-10-24,test,F,20s,62,1,23,14,24,53.76
2011-02-25,test,F,20s,80,1,33,19,179,371.39000000000004
2011-03-02,control,M,50s,84,1,41,24,67,150.82999999999998
2011-11-27,control,M,50s,62,1,32,14,82,168.34
2011-07-07,control,M,40s,23,1,10,7,360,275.76
2011-07-05,control,F,50s,24,1,13,7,1342,1278.1
2011-09-21,control,M,20s,53,1,18,14,279,597.4499999999999
2011-07-21,test,M,40s,116,2,57,31,394,902.2599999999998
2011-12-05,test,F,50s,54,2,32,14,219,434.93999999999994
2011-07-08,test,F,50s,224,1,116,60,99,167.49999999999997
2011-11-20,test,M,20s,80,1,43,23,71,135.11
2011-10-10,control,F,30s,202,1,94,50,466,869.9799999999998
2011-09-08,test,F,40s,111,1,59,27,38,121.74000000000001
2011-07-19,control,F,50s,90,1,42,23,174,483.0200000000001
2011-01-13,test,M,50s,70,2,35,17,555,961.1099999999999
2010-12-14,control,M,30s,55,1,30,12,52,115.35
2011-07-26,test,F,40s,149,1,77,38,646,490.9999999999999
2011-09-21,control,M,30s,87,1,36,21,235,307.18
2011-10-26,control,F,40s,99,1,44,20,400,308.59999999999997
2011-10-06,test,M,20s,39,1,14,10,454,530.1400000000001
2011-05-08,control,F,30s,129,2,60,31,141,315.16999999999996
2010-12-10,control,M,30s,175,2,92,47,243,503.01999999999975
2011-05-11,test,M,50s,36,1,19,8,480,1262.3999999999999
2011-08-04,control,M,50s,15,2,4,4,1952,646.3199999999999
2011-08-31,control,M,20s,58,2,32,16,106,145.84999999999997
2010-12-08,control,F,20s,85,2,43,19,299,586.45
2011-11-11,test,F,40s,8,1,4,2,13,5.43
2011-09-13,control,F,20s,65,1,29,15,216,294.24
2011-09-26,control,F,30s,30,1,14,7,88,116.12
2011-03-31,control,F,50s,62,1,27,16,60,133.47
2011-08-07,test,M,50s,53,1,28,14,50,121.11000000000003
2011-02-24,control,F,30s,17,1,10,6,32,105.20000000000002
2011-10-12,control,F,50s,51,1,23,12,160,333.59999999999997
2011-11-04,control,F,50s,37,2,16,9,418,673.0999999999999
2011-10-06,test,M,30s,66,1,39,17,195,333.64
2011-08-03,control,F,20s,13,1,7,3,648,162.0
2011-04-26,test,F,50s,14,1,9,4,81,187.05
2011-01-18,control,M,30s,26,1,7,5,96,69.6
2010-12-01,test,M,50s,38,1,19,8,1676,3702.12
2011-06-10,control,F,50s,43,1,20,13,212,178.21999999999997
2011-04-05,control,F,20s,14,1,7,3,1296,259.20000000000005
2011-01-31,test,M,30s,11,1,6,2,42,56.1
2011-08-01,control,M,20s,13,1,8,5,916,687.0
2011-05-01,control,F,40s,18,1,8,5,69,153.75
2011-11-17,test,F,20s,3,1,1,1,144,152.64
2011-04-06,test,M,20s,5,1,2,1,1,39.95
2011-09-20,control,M,40s,6,1,3,2,216,228.95999999999998
2011-12-02,control,M,30s,6,1,2,2,38,77.50000000000001
2010-12-01,test,F,30s,346,3,154,79,395,1136.7800000000007
2011-11-25,test,M,20s,337,5,151,86,721,1195.3300000000002
2011-05-10,test,M,20s,125,1,50,28,180,522.96
2011-11-18,test,M,50s,405,3,198,102,338,509.43999999999977
2011-10-14,test,M,50s,359,2,163,90,995,1459.3099999999997
2011-11-21,test,F,30s,306,2,138,76,237,539.26
2011-02-09,control,M,20s,48,1,24,13,160,168.90000000000003
2011-05-11,control,M,40s,371,2,183,96,545,904.8999999999995
2011-04-14,test,F,30s,668,3,328,165,965,2760.5699999999983
2011-02-21,control,M,40s,202,1,100,48,548,773.6600000000001
2011-10-23,test,M,40s,348,1,167,85,302,371.0299999999998
2011-04-17,control,M,40s,334,2,154,82,317,532.5099999999999
2011-10-27,control,M,40s,179,2,80,48,784,870.0000000000001
2011-08-24,test,M,20s,126,3,52,30,402,668.3600000000002
2011-09-23,control,M,20s,430,3,211,104,991,2259.79
2011-07-25,control,F,20s,29,1,13,8,93,113.95000000000002
2011-09-06,control,M,20s,266,3,126,66,1136,1755.8100000000004
2011-10-23,control,M,30s,80,1,43,19,52,176.7
2011-08-24,test,M,30s,718,2,321,170,839,851.6499999999988
2011-06-09,test,F,30s,289,1,132,64,200,538.4300000000001
2011-11-15,test,F,50s,109,1,53,30,92,172.64999999999998
2011-12-06,test,F,30s,891,2,438,220,938,1655.0000000000007
2011-03-28,test,M,20s,305,3,133,72,603,1084.9700000000005
2011-06-16,test,F,30s,359,2,167,86,396,715.5999999999998
2011-03-25,control,M,20s,382,2,179,99,628,1624.8600000000004
2011-05-17,control,M,20s,126,1,67,33,74,135.35000000000005
2011-08-03,control,M,50s,135,2,59,33,376,844.46
2011-07-27,control,M,50s,134,2,61,34,481,772.0799999999999
2011-11-10,test,F,50s,462,1,213,116,1690,3893.789999999999
2011-03-10,control,M,50s,166,2,75,38,390,590.4799999999998
2011-02-11,control,M,20s,263,2,121,66,408,603.1100000000005
2010-12-14,test,F,30s,443,2,218,110,395,815.8500000000005
2011-02-16,test,M,20s,161,2,74,39,563,1095.6200000000001
2011-10-03,control,M,50s,178,1,85,46,799,1064.2800000000002
2011-11-15,control,M,20s,187,3,80,46,173,586.47
2011-05-24,test,F,50s,169,3,69,40,400,683.3999999999999
2011-11-09,test,F,20s,74,2,37,20,212,389.7800000000001
2011-01-27,control,M,30s,62,1,33,18,51,133.45000000000002
