invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority
215468,Wall Clock,36,2024-12-13 05:00,18.72,0.48,17.77,Stationery,In-store,Not Returned,Low
628693,White Mug,41,2024-12-13 06:00,8.03,0.26,12.67,Stationery,In-store,Not Returned,Medium
364297,White Mug,17,2024-12-13 07:00,66.03,0.08,17.95,Apparel,In-store,Returned,Low
911563,White Mug,14,2024-12-13 08:00,37.27,0.33,15.34,Stationery,Online,Not Returned,High
906112,T-shirt,38,2024-12-13 09:00,71.61,0.3,13.75,Stationery,In-store,Not Returned,High
316305,Notebook,13,2024-12-13 10:00,48.05,0.03,22.12,Electronics,Online,Returned,Medium
284716,Desk Lamp,8,2024-12-13 11:00,68.01,0.04,19.96,Accessories,In-store,Not Returned,Medium
597816,Headphones,7,2024-12-13 12:00,24.59,0.45,25.38,Apparel,In-store,Not Returned,Low
200887,Wireless Mouse,12,2024-12-13 13:00,50.07,0.35,5.73,Accessories,In-store,Not Returned,Low
521499,Notebook,40,2024-12-13 14:00,48.27,0.42,20.99,Accessories,Online,Not Returned,Low
201347,Blue Pen,46,2024-12-13 15:00,9.93,0.44,12.9,Stationery,In-store,Not Returned,High
946789,Blue Pen,33,2024-12-13 16:00,73.02,0.08,18.33,Electronics,In-store,Not Returned,Low
843259,Notebook,2,2024-12-13 17:00,86.45,0.01,24.55,Accessories,Online,Not Returned,High
643934,Wall Clock,17,2024-12-13 18:00,1.8,0.23,19.97,Stationery,In-store,Not Returned,Medium
116036,Notebook,45,2024-12-13 19:00,58.5,0.19,10.16,Stationery,In-store,Not Returned,Low
631014,Notebook,29,2024-12-13 20:00,65.18,0.36,6.26,Stationery,Online,Not Returned,Low
202326,Backpack,21,2024-12-13 21:00,81.29,0.27,17.52,Furniture,Online,Not Returned,Low
534376,Notebook,11,2024-12-13 22:00,43.61,0.01,22.09,Furniture,In-store,Not Returned,Low
976555,Wireless Mouse,32,2024-12-13 23:00,51.14,0.21,23.14,Electronics,Online,Not Returned,Low
318163,Office Chair,18,2024-12-14 00:00,41.14,0.08,14.76,Furniture,In-store,Not Returned,Low
901535,Backpack,32,2024-12-14 01:00,77.81,0.07,8.63,Accessories,In-store,Not Returned,Low
453581,Wireless Mouse,47,2024-12-14 02:00,32.24,0.18,11.37,Accessories,Online,Not Returned,High
261639,Wall Clock,25,2024-12-14 03:00,21.19,0.42,28.39,Furniture,Online,Not Returned,Low
750539,Desk Lamp,35,2024-12-14 04:00,33.69,0.24,6.27,Accessories,Online,Not Returned,Medium
603782,Desk Lamp,49,2024-12-14 05:00,67.99,0.38,7.07,Electronics,In-store,Not Returned,Medium
204968,Backpack,11,2024-12-14 06:00,48.68,0.37,19.93,Electronics,Online,Not Returned,High
385835,Headphones,36,2024-12-14 07:00,77.07,0.22,29.0,Accessories,Online,Not Returned,Low
220931,USB Cable,11,2024-12-14 08:00,66.12,0.16,20.79,Electronics,Online,Not Returned,High
955524,Desk Lamp,30,2024-12-14 09:00,28.25,0.49,28.91,Stationery,Online,Not Returned,Low
940550,USB Cable,49,2024-12-14 10:00,36.56,0.23,5.51,Stationery,Online,Not Returned,High
919565,Wall Clock,8,2024-12-14 11:00,46.49,0.35,18.65,Electronics,Online,Not Returned,High
902325,Wireless Mouse,7,2024-12-14 12:00,36.65,0.39,8.07,Apparel,Online,Not Returned,Low
705690,Desk Lamp,-15,2024-12-14 13:00,-53.25,1.5829988609998842,,Apparel,In-store,Not Returned,Low
927552,USB Cable,10,2024-12-14 14:00,86.91,0.34,14.0,Apparel,Online,Not Returned,Low
180632,Office Chair,19,2024-12-14 15:00,10.13,0.39,14.39,Apparel,Online,Not Returned,Medium
943950,USB Cable,38,2024-12-14 16:00,3.28,0.05,11.97,Accessories,Online,Returned,Medium
312055,Wireless Mouse,8,2024-12-14 17:00,59.67,0.48,13.86,Apparel,Online,Not Returned,High
119854,Notebook,5,2024-12-14 18:00,97.51,0.05,26.95,Accessories,Online,Not Returned,Low
842879,Notebook,13,2024-12-14 19:00,98.64,0.5,17.81,Stationery,In-store,Not Returned,Low
411840,Wall Clock,18,2024-12-14 20:00,60.98,0.22,15.53,Furniture,In-store,Not Returned,Low
439726,Wall Clock,29,2024-12-14 21:00,89.24,0.17,17.44,Stationery,In-store,Not Returned,High
466874,T-shirt,5,2024-12-14 22:00,59.67,0.26,29.27,Accessories,Online,Not Returned,Low
986497,Desk Lamp,18,2024-12-14 23:00,77.1,0.44,27.0,Furniture,Online,Not Returned,Low
297564,Office Chair,44,2024-12-15 00:00,56.18,0.28,10.45,Apparel,Online,Returned,Low
682083,Wall Clock,49,2024-12-15 01:00,72.39,0.43,22.68,Electronics,Online,Not Returned,High
386704,USB Cable,45,2024-12-15 02:00,74.6,0.14,12.69,Electronics,In-store,Not Returned,Medium
713999,Blue Pen,37,2024-12-15 03:00,23.32,0.11,18.55,Stationery,Online,Not Returned,High
730865,Blue Pen,48,2024-12-15 04:00,29.41,0.12,11.24,Apparel,Online,Not Returned,Low
740212,White Mug,39,2024-12-15 05:00,84.96,0.39,10.53,Accessories,Online,Not Returned,High
842191,Backpack,29,2024-12-15 06:00,90.56,0.25,5.13,Stationery,Online,Not Returned,Medium
442535,White Mug,30,2024-12-15 07:00,57.37,0.13,21.61,Electronics,Online,Not Returned,Medium
220965,Wireless Mouse,25,2024-12-15 08:00,34.1,0.01,6.93,Apparel,Online,Not Returned,Medium
477278,Blue Pen,20,2024-12-15 09:00,87.7,0.17,18.82,Apparel,In-store,Not Returned,Medium
806677,Office Chair,46,2024-12-15 10:00,80.36,0.39,28.02,Electronics,Online,Not Returned,Medium
314611,T-shirt,25,2024-12-15 11:00,33.57,0.25,7.56,Accessories,Online,Not Returned,Medium
871841,Wall Clock,43,2024-12-15 12:00,3.66,0.06,14.51,Apparel,In-store,Not Returned,Low
994101,USB Cable,33,2024-12-15 13:00,45.78,0.26,23.76,Furniture,Online,Not Returned,Medium
859669,Desk Lamp,9,2024-12-15 14:00,32.17,0.08,24.66,Apparel,In-store,Not Returned,Low
441524,Blue Pen,46,2024-12-15 15:00,82.19,0.31,21.19,Furniture,In-store,Not Returned,High
887077,Desk Lamp,31,2024-12-15 16:00,77.16,0.23,19.11,Apparel,In-store,Not Returned,Low
133146,Headphones,4,2024-12-15 17:00,70.51,0.16,24.79,Accessories,Online,Returned,Medium
872703,Desk Lamp,34,2024-12-15 18:00,37.93,0.11,12.0,Stationery,Online,Not Returned,Medium
533093,White Mug,6,2024-12-15 19:00,14.81,0.35,25.4,Accessories,Online,Not Returned,Medium
537909,Office Chair,13,2024-12-15 20:00,33.44,0.12,11.02,Electronics,Online,Not Returned,Low
707348,Blue Pen,16,2024-12-15 21:00,90.02,0.45,11.84,Accessories,In-store,Not Returned,Low
251191,T-shirt,11,2024-12-15 22:00,85.03,0.22,5.07,Accessories,Online,Not Returned,Medium
409823,Wireless Mouse,13,2024-12-15 23:00,18.07,0.04,10.85,Apparel,In-store,Not Returned,High
621128,White Mug,6,2024-12-16 00:00,99.15,0.29,28.61,Accessories,In-store,Not Returned,High
585341,Office Chair,-23,2024-12-16 01:00,63.52,0.39,,Electronics,In-store,Not Returned,Low
969013,Office Chair,49,2024-12-16 02:00,19.29,0.4,12.12,Stationery,Online,Not Returned,Low
637451,Backpack,32,2024-12-16 03:00,70.73,0.08,9.41,Electronics,Online,Returned,Low
845483,Office Chair,20,2024-12-16 04:00,18.26,0.39,24.95,Electronics,In-store,Not Returned,Medium
842489,T-shirt,41,2024-12-16 05:00,73.86,0.11,16.17,Apparel,In-store,Returned,Low
460835,Office Chair,29,2024-12-16 06:00,68.73,0.15,23.36,Furniture,Online,Not Returned,Medium
655090,T-shirt,38,2024-12-16 07:00,89.38,0.23,19.14,Furniture,In-store,Not Returned,Medium
152175,Desk Lamp,25,2024-12-16 08:00,97.84,0.48,11.58,Stationery,Online,Not Returned,Low
110111,Wireless Mouse,12,2024-12-16 09:00,17.25,0.24,11.53,Accessories,Online,Not Returned,Medium
735275,USB Cable,28,2024-12-16 10:00,67.57,0.44,7.59,Stationery,In-store,Not Returned,High
815296,Headphones,23,2024-12-16 11:00,30.2,0.38,10.96,Furniture,In-store,Not Returned,High
689814,USB Cable,44,2024-12-16 12:00,8.77,0.42,19.29,Accessories,Online,Not Returned,Low
225588,Notebook,30,2024-12-16 13:00,29.7,0.03,24.32,Accessories,In-store,Not Returned,Low
645407,Blue Pen,27,2024-12-16 14:00,9.32,0.25,29.32,Electronics,In-store,Not Returned,Medium
976643,Desk Lamp,24,2024-12-16 15:00,59.68,0.29,10.1,Stationery,Online,Not Returned,Medium
292968,Wall Clock,29,2024-12-16 16:00,1.57,0.09,12.29,Electronics,In-store,Not Returned,High
605830,Notebook,16,2024-12-16 17:00,62.2,0.46,10.04,Apparel,Online,Returned,Medium
606729,USB Cable,4,2024-12-16 18:00,71.37,0.02,8.92,Furniture,Online,Not Returned,Medium
751244,Notebook,23,2024-12-16 19:00,87.48,0.14,23.54,Stationery,Online,Not Returned,High
528755,Headphones,36,2024-12-16 20:00,15.8,0.42,25.56,Electronics,In-store,Returned,Medium
202473,Wireless Mouse,47,2024-12-16 21:00,80.17,0.24,12.99,Apparel,Online,Not Returned,High
844543,USB Cable,20,2024-12-16 22:00,86.35,0.29,28.52,Stationery,Online,Not Returned,High
155387,Notebook,1,2024-12-16 23:00,85.69,0.12,29.62,Furniture,In-store,Not Returned,Medium
323561,Headphones,23,2024-12-17 00:00,87.73,0.39,15.05,Apparel,In-store,Not Returned,High
273895,Wall Clock,24,2024-12-17 01:00,95.34,0.46,20.03,Furniture,In-store,Not Returned,Low
431699,USB Cable,9,2024-12-17 02:00,48.44,0.17,21.28,Furniture,Online,Not Returned,High
710478,Wall Clock,12,2024-12-17 03:00,27.95,0.47,29.86,Electronics,Online,Not Returned,Medium
859520,Wireless Mouse,33,2024-12-17 04:00,71.67,0.42,10.79,Apparel,In-store,Not Returned,Low
147418,White Mug,3,2024-12-17 05:00,25.23,0.3,28.4,Electronics,Online,Not Returned,High
456014,Desk Lamp,-25,2024-12-17 06:00,-51.37,1.3639473739538177,,Stationery,In-store,Not Returned,Low
148695,T-shirt,2,2024-12-17 07:00,58.7,0.3,13.53,Stationery,Online,Not Returned,Medium
752556,Notebook,32,2024-12-17 08:00,71.48,0.15,13.76,Apparel,Online,Not Returned,Low
997451,Notebook,47,2024-12-17 09:00,75.88,0.23,14.24,Electronics,In-store,Not Returned,High
247490,Backpack,3,2024-12-17 10:00,99.82,0.25,27.85,Furniture,In-store,Not Returned,High
651030,Notebook,5,2024-12-17 11:00,91.69,0.28,28.59,Accessories,In-store,Not Returned,High
310290,USB Cable,23,2024-12-17 12:00,27.75,0.23,29.07,Furniture,Online,Not Returned,Medium
148028,Blue Pen,47,2024-12-17 13:00,90.97,0.21,10.58,Apparel,Online,Not Returned,Medium
472279,Desk Lamp,9,2024-12-17 14:00,91.77,0.14,25.31,Furniture,Online,Not Returned,Medium
177700,Wall Clock,21,2024-12-17 15:00,94.91,0.09,5.69,Furniture,In-store,Returned,Medium
369762,Notebook,14,2024-12-17 16:00,70.48,0.34,15.85,Stationery,In-store,Not Returned,High
693204,Wall Clock,39,2024-12-17 17:00,60.0,0.43,8.53,Electronics,In-store,Not Returned,High
416772,Notebook,48,2024-12-17 18:00,38.45,0.13,24.14,Electronics,In-store,Not Returned,Medium
844823,Backpack,21,2024-12-17 19:00,39.5,0.39,28.65,Accessories,Online,Not Returned,High
704987,Office Chair,28,2024-12-17 20:00,62.27,0.15,21.42,Electronics,Online,Returned,High
447240,Blue Pen,14,2024-12-17 21:00,79.39,0.21,5.26,Accessories,In-store,Not Returned,Medium
376869,White Mug,35,2024-12-17 22:00,30.09,0.49,9.33,Accessories,Online,Not Returned,Low
272207,Backpack,39,2024-12-17 23:00,57.62,0.36,19.58,Furniture,Online,Not Returned,High
170223,Wall Clock,40,2024-12-18 00:00,46.83,0.41,13.57,Stationery,Online,Returned,Medium
998210,Wall Clock,47,2024-12-18 01:00,57.15,0.14,19.1,Stationery,In-store,Not Returned,Low
801329,Wireless Mouse,2,2024-12-18 02:00,58.17,0.32,9.51,Furniture,Online,Not Returned,Low
588714,Office Chair,23,2024-12-18 03:00,89.74,0.29,28.18,Furniture,In-store,Not Returned,Low
953554,White Mug,36,2024-12-18 04:00,7.31,0.44,13.28,Stationery,Online,Not Returned,High
370200,Desk Lamp,36,2024-12-18 05:00,58.46,0.4,27.07,Stationery,In-store,Not Returned,Medium
474038,Desk Lamp,11,2024-12-18 06:00,82.17,0.5,12.7,Electronics,Online,Not Returned,High
695246,Notebook,1,2024-12-18 07:00,59.19,0.2,20.81,Electronics,In-store,Not Returned,High
815706,Blue Pen,-22,2024-12-18 08:00,42.78,0.03,,Furniture,In-store,Not Returned,Medium
326140,Office Chair,36,2024-12-18 09:00,30.07,0.38,21.35,Stationery,In-store,Not Returned,High
596885,USB Cable,23,2024-12-18 10:00,97.78,0.41,23.74,Stationery,In-store,Not Returned,High
636809,Headphones,12,2024-12-18 11:00,15.07,0.32,24.1,Apparel,In-store,Not Returned,Medium
635194,Office Chair,6,2024-12-18 12:00,32.94,0.07,21.81,Furniture,In-store,Not Returned,Low
357608,Notebook,14,2024-12-18 13:00,39.23,0.11,14.68,Apparel,Online,Not Returned,Medium
168514,White Mug,22,2024-12-18 14:00,47.16,0.12,8.67,Electronics,Online,Not Returned,Medium
343126,Blue Pen,37,2024-12-18 15:00,54.7,0.36,20.22,Electronics,In-store,Returned,Medium
929201,Wireless Mouse,31,2024-12-18 16:00,79.66,0.26,8.95,Apparel,In-store,Not Returned,Medium
262347,Wireless Mouse,24,2024-12-18 17:00,77.88,0.14,14.6,Accessories,In-store,Returned,High
930198,Blue Pen,-23,2024-12-18 18:00,-13.09,1.8944713916510416,,Stationery,In-store,Not Returned,Low
112343,Office Chair,4,2024-12-18 19:00,66.62,0.45,8.96,Accessories,Online,Not Returned,High
308559,Wall Clock,40,2024-12-18 20:00,88.91,0.1,28.35,Furniture,Online,Returned,Medium
704515,White Mug,-18,2024-12-18 21:00,5.27,0.32,,Apparel,Online,Not Returned,High
570272,T-shirt,34,2024-12-18 22:00,68.93,0.34,29.01,Furniture,In-store,Not Returned,Medium
217658,T-shirt,21,2024-12-18 23:00,45.99,0.47,15.98,Apparel,Online,Not Returned,Medium
334284,White Mug,29,2024-12-19 00:00,48.2,0.08,10.9,Stationery,Online,Not Returned,Medium
963294,Desk Lamp,34,2024-12-19 01:00,99.07,0.27,29.39,Stationery,In-store,Not Returned,Medium
392665,Wireless Mouse,26,2024-12-19 02:00,10.62,0.2,23.02,Stationery,Online,Not Returned,Medium
334558,Office Chair,41,2024-12-19 03:00,7.65,0.25,19.63,Electronics,Online,Not Returned,Medium
494021,USB Cable,6,2024-12-19 04:00,90.06,0.14,26.93,Electronics,Online,Not Returned,Medium
529084,Backpack,27,2024-12-19 05:00,48.07,0.15,12.47,Electronics,In-store,Not Returned,Medium
789703,T-shirt,38,2024-12-19 06:00,31.53,0.06,7.73,Furniture,Online,Not Returned,High
567543,Wireless Mouse,13,2024-12-19 07:00,59.51,0.47,14.7,Electronics,Online,Not Returned,Medium
528599,Headphones,24,2024-12-19 08:00,37.99,0.41,10.72,Electronics,Online,Not Returned,Low
115040,Wireless Mouse,18,2024-12-19 09:00,50.04,0.45,5.34,Electronics,In-store,Returned,High
518403,Desk Lamp,12,2024-12-19 10:00,55.58,0.11,29.64,Electronics,Online,Not Returned,High
424822,White Mug,1,2024-12-19 11:00,69.65,0.38,14.39,Electronics,In-store,Not Returned,Medium
720684,Headphones,38,2024-12-19 12:00,20.37,0.43,25.0,Stationery,Online,Not Returned,High
257597,USB Cable,29,2024-12-19 13:00,79.8,0.05,18.19,Stationery,Online,Not Returned,High
138394,Headphones,14,2024-12-19 14:00,85.02,0.19,15.21,Stationery,Online,Not Returned,High
190672,Desk Lamp,9,2024-12-19 15:00,17.92,0.03,26.88,Furniture,In-store,Not Returned,Low
209042,Office Chair,37,2024-12-19 16:00,49.64,0.21,23.8,Furniture,Online,Returned,High
182546,Notebook,36,2024-12-19 17:00,33.36,0.03,7.59,Furniture,Online,Not Returned,Medium
688277,White Mug,43,2024-12-19 18:00,23.29,0.25,7.73,Electronics,Online,Not Returned,Low
663940,Desk Lamp,16,2024-12-19 19:00,32.82,0.35,20.17,Apparel,Online,Not Returned,Low
478442,T-shirt,38,2024-12-19 20:00,71.13,0.27,9.36,Furniture,Online,Not Returned,High
471902,Wireless Mouse,12,2024-12-19 21:00,98.09,0.33,21.34,Stationery,Online,Returned,Medium
701798,Blue Pen,6,2024-12-19 22:00,87.73,0.39,7.76,Accessories,Online,Not Returned,High
829762,Desk Lamp,11,2024-12-19 23:00,5.75,0.25,23.91,Accessories,Online,Not Returned,Low
881962,Backpack,21,2024-12-20 00:00,11.86,0.22,18.28,Electronics,Online,Not Returned,Medium
542416,Backpack,19,2024-12-20 01:00,41.53,0.28,26.3,Furniture,In-store,Not Returned,High
708110,Blue Pen,35,2024-12-20 02:00,92.11,0.13,17.23,Furniture,In-store,Not Returned,Low
246087,Notebook,6,2024-12-20 03:00,4.16,0.38,12.53,Electronics,Online,Not Returned,High
947343,Office Chair,22,2024-12-20 04:00,46.05,0.05,13.73,Accessories,Online,Not Returned,Medium
595892,USB Cable,24,2024-12-20 05:00,99.69,0.37,18.93,Accessories,Online,Not Returned,Medium
978638,USB Cable,29,2024-12-20 06:00,34.52,0.49,27.51,Accessories,Online,Not Returned,Medium
680509,Headphones,23,2024-12-20 07:00,94.26,0.04,9.8,Accessories,In-store,Returned,Low
776055,Office Chair,28,2024-12-20 08:00,83.22,0.28,15.69,Apparel,In-store,Not Returned,Low
386949,T-shirt,19,2024-12-20 09:00,2.66,0.1,28.7,Furniture,Online,Not Returned,Low
124190,USB Cable,49,2024-12-20 10:00,25.67,0.09,14.86,Electronics,In-store,Not Returned,High
745442,Headphones,45,2024-12-20 11:00,19.29,0.07,15.5,Stationery,Online,Not Returned,Medium
107997,Headphones,6,2024-12-20 12:00,37.08,0.46,8.79,Electronics,In-store,Not Returned,High
472132,Headphones,21,2024-12-20 13:00,89.07,0.32,13.91,Stationery,In-store,Not Returned,High
748478,Wall Clock,25,2024-12-20 14:00,8.44,0.23,22.43,Apparel,In-store,Not Returned,Medium
550507,USB Cable,5,2024-12-20 15:00,18.99,0.13,26.12,Electronics,Online,Not Returned,Medium
130508,Desk Lamp,40,2024-12-20 16:00,6.51,0.23,12.94,Stationery,In-store,Not Returned,High
973485,Wireless Mouse,20,2024-12-20 17:00,93.02,0.03,5.35,Apparel,Online,Not Returned,Low
862488,T-shirt,44,2024-12-20 18:00,13.27,0.14,23.6,Apparel,Online,Not Returned,High
607787,USB Cable,23,2024-12-20 19:00,71.04,0.47,24.82,Furniture,In-store,Not Returned,High
544790,Office Chair,3,2024-12-20 20:00,40.46,0.3,18.78,Accessories,Online,Not Returned,High
424570,T-shirt,39,2024-12-20 21:00,64.59,0.07,11.85,Apparel,In-store,Not Returned,Medium
501740,Office Chair,40,2024-12-20 22:00,45.1,0.37,22.16,Apparel,Online,Not Returned,Low
634359,Office Chair,12,2024-12-20 23:00,9.91,0.07,14.96,Apparel,Online,Not Returned,Medium
204613,Desk Lamp,36,2024-12-21 00:00,7.74,0.23,13.01,Stationery,Online,Not Returned,Low
927898,Office Chair,19,2024-12-21 01:00,31.27,0.41,18.65,Apparel,Online,Returned,Low
186132,Office Chair,2,2024-12-21 02:00,9.69,0.5,26.67,Electronics,Online,Not Returned,High
805454,Notebook,21,2024-12-21 03:00,61.37,0.21,8.29,Furniture,Online,Not Returned,Medium
223515,Notebook,29,2024-12-21 04:00,4.55,0.22,22.69,Stationery,Online,Not Returned,Low
568533,T-shirt,14,2024-12-21 05:00,34.93,0.24,24.06,Electronics,In-store,Not Returned,Medium
926671,Backpack,19,2024-12-21 06:00,64.3,0.36,19.31,Accessories,Online,Not Returned,High
278632,Notebook,7,2024-12-21 07:00,42.1,0.38,28.64,Accessories,In-store,Not Returned,Medium
670212,Blue Pen,25,2024-12-21 08:00,32.55,0.46,15.42,Accessories,In-store,Not Returned,Medium
994662,Wireless Mouse,37,2024-12-21 09:00,46.86,0.14,10.02,Furniture,Online,Not Returned,Medium
323447,Notebook,37,2024-12-21 10:00,34.71,0.0,22.21,Electronics,In-store,Not Returned,High
149264,Office Chair,7,2024-12-21 11:00,82.43,0.35,23.63,Furniture,Online,Returned,Low
167799,Wall Clock,23,2024-12-21 12:00,7.21,0.24,7.86,Furniture,In-store,Not Returned,High
321610,Office Chair,5,2024-12-21 13:00,49.95,0.04,22.72,Apparel,In-store,Not Returned,High
138022,Wall Clock,21,2024-12-21 14:00,48.08,0.15,20.69,Accessories,In-store,Not Returned,Medium
453322,Wireless Mouse,24,2024-12-21 15:00,31.7,0.04,21.36,Apparel,In-store,Returned,Low
790939,Desk Lamp,48,2024-12-21 16:00,58.95,0.07,5.6,Stationery,Online,Not Returned,Low
374715,USB Cable,4,2024-12-21 17:00,90.67,0.4,22.3,Apparel,Online,Not Returned,Medium
182753,Blue Pen,47,2024-12-21 18:00,4.31,0.31,15.79,Furniture,Online,Not Returned,Low
934657,Backpack,11,2024-12-21 19:00,17.33,0.13,5.75,Stationery,In-store,Not Returned,Low
369371,Notebook,12,2024-12-21 20:00,37.5,0.05,16.63,Stationery,Online,Returned,High
141189,Desk Lamp,24,2024-12-21 21:00,75.14,0.12,23.15,Electronics,In-store,Not Returned,Medium
507423,Wall Clock,39,2024-12-21 22:00,94.34,0.25,6.89,Furniture,In-store,Not Returned,Medium
867618,USB Cable,43,2024-12-21 23:00,21.42,0.14,20.87,Accessories,In-store,Not Returned,High
440352,T-shirt,1,2024-12-22 00:00,33.42,0.08,25.77,Electronics,Online,Not Returned,Low
939838,Notebook,28,2024-12-22 01:00,61.75,0.01,19.5,Stationery,Online,Not Returned,Low
797143,USB Cable,2,2024-12-22 02:00,52.91,0.29,15.17,Accessories,Online,Not Returned,High
725110,Notebook,22,2024-12-22 03:00,48.87,0.25,17.73,Furniture,Online,Not Returned,High
185587,Office Chair,23,2024-12-22 04:00,32.8,0.12,7.58,Stationery,Online,Not Returned,High
784239,Blue Pen,49,2024-12-22 05:00,56.06,0.43,14.38,Apparel,In-store,Returned,Medium
390989,Notebook,41,2024-12-22 06:00,67.33,0.06,20.02,Accessories,In-store,Not Returned,Medium
110015,Desk Lamp,45,2024-12-22 07:00,95.12,0.46,28.48,Stationery,Online,Not Returned,High
469744,USB Cable,39,2024-12-22 08:00,7.3,0.25,24.75,Furniture,Online,Not Returned,Low
838321,USB Cable,29,2024-12-22 09:00,36.85,0.49,28.81,Accessories,Online,Not Returned,High
776856,T-shirt,24,2024-12-22 10:00,47.89,0.02,22.96,Apparel,Online,Not Returned,Medium
222146,Office Chair,23,2024-12-22 11:00,56.58,0.0,13.23,Accessories,Online,Not Returned,High
773127,Desk Lamp,36,2024-12-22 12:00,65.63,0.13,15.52,Accessories,Online,Not Returned,High
126467,Wall Clock,-35,2024-12-22 13:00,7.86,0.36,,Apparel,In-store,Not Returned,High
969654,Desk Lamp,8,2024-12-22 14:00,65.48,0.19,7.65,Accessories,Online,Returned,Low
369262,Headphones,45,2024-12-22 15:00,63.96,0.37,20.55,Stationery,Online,Not Returned,Low
163884,T-shirt,1,2024-12-22 16:00,38.42,0.41,18.21,Furniture,Online,Not Returned,Low
766573,Desk Lamp,3,2024-12-22 17:00,82.0,0.14,26.19,Furniture,In-store,Not Returned,Low
197021,White Mug,49,2024-12-22 18:00,9.19,0.11,12.81,Furniture,In-store,Not Returned,High
312109,Headphones,19,2024-12-22 19:00,69.43,0.24,10.12,Furniture,In-store,Not Returned,Medium
764228,USB Cable,6,2024-12-22 20:00,31.81,0.11,14.66,Electronics,In-store,Not Returned,High
676004,T-shirt,4,2024-12-22 21:00,71.86,0.12,22.37,Stationery,Online,Not Returned,High
488346,Blue Pen,22,2024-12-22 22:00,18.51,0.05,27.06,Stationery,In-store,Not Returned,High
588085,Headphones,37,2024-12-22 23:00,67.39,0.04,29.17,Apparel,In-store,Not Returned,High
928955,Backpack,30,2024-12-23 00:00,61.17,0.16,9.19,Stationery,In-store,Not Returned,Medium
920460,Office Chair,14,2024-12-23 01:00,5.45,0.11,24.44,Electronics,Online,Not Returned,High
742179,Backpack,44,2024-12-23 02:00,31.75,0.49,6.28,Accessories,In-store,Returned,Low
503761,Backpack,-30,2024-12-23 03:00,64.56,0.47,,Electronics,In-store,Not Returned,Medium
100357,Backpack,1,2024-12-23 04:00,43.41,0.16,16.91,Furniture,Online,Returned,High
334788,Headphones,2,2024-12-23 05:00,91.46,0.13,23.88,Accessories,In-store,Not Returned,High
463682,Blue Pen,19,2024-12-23 06:00,9.34,0.05,28.44,Apparel,In-store,Not Returned,High
747059,Blue Pen,2,2024-12-23 07:00,28.07,0.08,14.11,Accessories,Online,Returned,High
510018,USB Cable,30,2024-12-23 08:00,88.47,0.2,24.96,Furniture,Online,Not Returned,Low
547955,Office Chair,7,2024-12-23 09:00,9.59,0.45,11.19,Apparel,In-store,Not Returned,High
751905,White Mug,25,2024-12-23 10:00,70.69,0.19,12.61,Apparel,Online,Returned,Medium
101593,White Mug,3,2024-12-23 11:00,39.15,0.27,24.69,Electronics,In-store,Not Returned,High
628890,Headphones,8,2024-12-23 12:00,8.01,0.27,11.38,Apparel,In-store,Not Returned,Low
474417,Wall Clock,12,2024-12-23 13:00,54.1,0.49,24.81,Stationery,In-store,Not Returned,Low
883837,Wireless Mouse,36,2024-12-23 14:00,97.29,0.18,17.0,Accessories,Online,Not Returned,Medium
306185,Wireless Mouse,16,2024-12-23 15:00,76.64,0.03,15.35,Stationery,In-store,Returned,Low
210903,Backpack,4,2024-12-23 16:00,53.82,0.39,13.86,Furniture,In-store,Not Returned,High
720153,USB Cable,-47,2024-12-23 17:00,-51.03,0.09,,Apparel,Online,Not Returned,Medium
373087,USB Cable,26,2024-12-23 18:00,83.74,0.33,21.51,Apparel,Online,Not Returned,Medium
526228,T-shirt,33,2024-12-23 19:00,70.15,0.44,24.56,Apparel,Online,Not Returned,High
563324,Desk Lamp,5,2024-12-23 20:00,24.01,0.27,12.99,Accessories,In-store,Not Returned,Medium
509466,Desk Lamp,28,2024-12-23 21:00,59.78,0.3,9.57,Apparel,In-store,Returned,Medium
753747,Wireless Mouse,39,2024-12-23 22:00,51.3,0.21,5.21,Furniture,Online,Not Returned,High
182169,White Mug,38,2024-12-23 23:00,29.64,0.47,15.87,Accessories,In-store,Not Returned,High
144053,T-shirt,11,2024-12-24 00:00,73.87,0.17,15.25,Furniture,Online,Not Returned,Medium
270460,Notebook,36,2024-12-24 01:00,95.73,0.46,7.77,Electronics,Online,Not Returned,Medium
322779,USB Cable,43,2024-12-24 02:00,87.93,0.31,23.24,Furniture,Online,Not Returned,High
826765,USB Cable,14,2024-12-24 03:00,58.19,0.29,6.5,Accessories,In-store,Not Returned,Medium
880169,Headphones,23,2024-12-24 04:00,75.46,0.3,27.67,Furniture,In-store,Not Returned,High
695795,White Mug,29,2024-12-24 05:00,59.93,0.38,26.81,Electronics,In-store,Not Returned,Low
423455,Blue Pen,-5,2024-12-24 06:00,-54.48,1.4069841125603215,,Electronics,In-store,Not Returned,Low
965925,USB Cable,31,2024-12-24 07:00,8.53,0.07,27.46,Apparel,In-store,Not Returned,Low
826864,Backpack,23,2024-12-24 08:00,55.73,0.46,20.25,Electronics,Online,Not Returned,Low
842149,Blue Pen,1,2024-12-24 09:00,72.83,0.43,11.75,Accessories,Online,Not Returned,High
846837,USB Cable,47,2024-12-24 10:00,56.37,0.15,11.39,Apparel,In-store,Not Returned,High
