event_date,variant_id,gender,age,impressions,users,clicks,purchases,revenue
2011-10-07,test,F,20s,27,1,27.0,342.0,427.59999999999997
2011-10-12,test,F,50s,7,1,7.0,50.0,118.22
2011-10-13,test,M,20s,1,1,1.0,4.0,10.2
2011-10-16,control,M,20s,163,3,163.0,2005.0,8883.21
2011-10-18,control,F,40s,14,1,14.0,182.0,281.42
2011-10-27,control,F,30s,25,2,25.0,227.0,498.41
2011-10-28,control,M,40s,18,1,18.0,150.0,296.07
2011-11-04,test,F,30s,114,2,114.0,585.0,1997.6800000000005
2011-11-04,test,M,20s,26,1,26.0,186.0,239.55999999999986
2011-11-04,control,M,20s,20,1,20.0,518.0,627.0
2011-11-04,test,F,20s,25,1,25.0,131.0,190.88
2011-11-07,test,F,50s,16,1,16.0,189.0,335.47
2011-11-08,control,F,40s,16,1,16.0,139.0,210.95000000000007
2011-11-08,test,F,30s,130,1,130.0,450.0,796.64
2011-11-08,test,F,20s,32,1,32.0,495.0,1833.6900000000005
2011-11-09,test,M,50s,4,1,4.0,48.0,49.800000000000004
2011-11-09,control,M,40s,7,2,7.0,54.0,175.3
2011-11-10,control,M,40s,45,2,45.0,452.0,808.9899999999998
2011-11-13,control,M,50s,8,1,8.0,68.0,141.44000000000003
2011-11-15,control,F,40s,6,1,6.0,48.0,261.3
2011-11-17,test,M,50s,21,1,21.0,418.0,305.38
2011-11-18,control,M,50s,27,2,27.0,364.0,1238.6
2011-11-20,control,F,40s,55,1,55.0,282.0,613.78
2011-11-22,control,M,50s,46,2,46.0,363.0,957.66
2011-11-22,control,F,50s,98,3,98.0,508.0,904.6100000000001
2011-11-22,test,M,20s,25,2,25.0,99.0,268.19
2011-11-22,test,M,30s,13,2,13.0,218.0,364.9
2011-11-27,test,F,30s,107,1,107.0,271.0,400.61999999999983
2011-11-27,test,F,20s,21,1,21.0,150.0,277.1599999999999
2011-11-28,control,M,20s,77,3,77.0,384.0,1064.8800000000003
2011-11-29,test,M,30s,9,1,9.0,112.0,152.32
2011-11-29,test,M,20s,15,3,15.0,167.0,759.6999999999999
2011-12-01,test,F,30s,129,2,129.0,543.0,848.6300000000002
2011-12-01,test,F,20s,11,2,11.0,144.0,462.80000000000007
2011-12-04,control,M,50s,57,3,57.0,363.0,871.96
2011-12-08,test,F,50s,6,1,6.0,265.0,275.4
2011-12-08,control,M,20s,41,2,41.0,116.0,278.55999999999995
2011-12-08,control,M,30s,23,1,23.0,104.0,227.25
2011-12-09,control,M,40s,2,1,2.0,72.0,171.60000000000002
2010-12-02,test,F,20s,4,1,4.0,76.0,160.6
2010-12-02,test,F,30s,30,2,30.0,124.0,505.7199999999999
2010-12-02,test,M,20s,24,2,24.0,423.0,543.29
2010-12-02,test,M,30s,30,2,30.0,209.0,453.0999999999999
2010-12-05,test,M,40s,19,1,19.0,93.0,431.4500000000001
2010-12-05,control,F,30s,10,1,10.0,86.0,184.79999999999998
2010-12-05,control,F,20s,7,1,7.0,14.0,37.35
2010-12-06,test,M,40s,79,3,79.0,592.0,1125.02
2010-12-06,test,F,50s,14,2,14.0,87.0,243.19
2010-12-09,test,F,40s,16,2,16.0,221.0,735.2299999999999
2010-12-12,test,M,40s,137,1,137.0,511.0,1050.3500000000001
2010-12-15,test,M,30s,26,1,26.0,229.0,501.01000000000005
2010-12-15,test,F,50s,26,1,26.0,434.0,243.22000000000003
2010-12-16,control,F,30s,19,1,19.0,119.0,328.77000000000004
2010-12-16,control,F,20s,66,2,66.0,220.0,489.56999999999994
2010-12-21,test,F,40s,11,1,11.0,85.0,193.15
2011-01-04,test,F,50s,29,1,29.0,352.0,413.68000000000006
2011-01-10,test,M,50s,50,1,50.0,518.0,780.4199999999997
2011-01-11,control,F,30s,7,1,7.0,49.0,145.75000000000003
2011-01-12,control,F,40s,49,1,49.0,303.0,436.2300000000001
2011-01-14,test,M,20s,7,1,7.0,78.0,179.10000000000002
2011-01-14,test,M,30s,105,2,105.0,623.0,954.85
2011-01-14,control,M,20s,49,2,49.0,737.0,865.4899999999999
2011-01-16,test,M,40s,40,1,40.0,347.0,477.60999999999996
2011-01-18,control,F,50s,1,1,1.0,144.0,79.2
2011-01-25,test,F,40s,76,1,76.0,365.0,632.18
2011-01-26,control,F,50s,21,2,21.0,109.0,400.21000000000004
2011-01-31,control,F,50s,21,1,21.0,131.0,549.58
2011-01-31,test,F,50s,15,1,15.0,37.0,131.7
2011-02-01,test,F,40s,12,1,12.0,113.0,214.45
2011-02-02,test,F,30s,34,2,34.0,82.0,252.82999999999998
2011-02-07,test,F,30s,7,1,7.0,16.0,143.92000000000002
2011-02-07,control,F,30s,26,1,26.0,89.0,219.99000000000004
2011-02-08,test,F,40s,10,1,10.0,308.0,364.32
2011-02-10,control,M,50s,24,2,24.0,1110.0,1788.8799999999999
2011-02-10,test,M,50s,16,1,16.0,177.0,238.85
2011-02-11,test,M,30s,23,1,23.0,373.0,494.5099999999999
2011-02-13,control,M,20s,84,1,84.0,617.0,741.8499999999999
2011-02-13,control,M,30s,91,2,91.0,261.0,434.91999999999973
2011-02-14,control,F,50s,8,1,8.0,47.0,160.2
2011-02-17,control,F,50s,37,1,37.0,279.0,640.1
2011-02-21,test,M,40s,17,1,17.0,126.0,306.0
2011-02-22,test,F,30s,70,3,70.0,518.0,747.3100000000006
2011-02-23,control,F,40s,16,1,16.0,185.0,224.90999999999997
2011-02-24,control,M,50s,37,2,37.0,143.0,186.91000000000005
2011-02-25,control,F,20s,1,1,1.0,360.0,381.6
2011-02-25,control,F,30s,23,1,23.0,171.0,401.37000000000006
2011-03-02,test,F,40s,41,1,41.0,292.0,779.9199999999998
2011-03-04,control,M,20s,78,2,78.0,955.0,1764.7900000000002
2011-03-07,test,F,30s,25,1,25.0,52.0,145.70000000000002
2011-03-07,test,F,20s,13,1,13.0,26.0,269.7
2011-03-14,control,M,40s,17,1,17.0,338.0,414.30000000000007
2011-03-15,control,F,40s,41,2,41.0,244.0,389.46000000000004
2011-03-15,test,M,20s,35,1,35.0,356.0,548.7499999999999
2011-03-15,test,M,30s,41,2,41.0,360.0,447.44000000000005
2011-03-16,control,F,20s,16,1,16.0,144.0,370.4800000000001
2011-03-18,test,M,40s,101,2,101.0,504.0,910.6000000000001
2011-03-20,control,M,40s,18,1,18.0,208.0,282.28000000000003
2011-03-21,test,M,50s,21,2,21.0,441.0,850.63
2011-03-30,control,M,20s,89,4,89.0,1503.0,2360.92
2011-03-30,control,M,30s,21,2,21.0,470.0,536.6999999999999
2011-03-31,test,M,50s,65,1,65.0,785.0,543.5999999999999
2011-04-04,test,F,30s,13,1,13.0,141.0,174.46
2011-04-07,test,M,50s,71,3,71.0,188.0,450.4499999999999
2011-04-08,test,F,30s,20,1,20.0,152.0,394.43999999999994
2011-04-08,test,F,20s,23,1,23.0,237.0,373.2700000000001
2011-04-08,control,F,50s,21,1,21.0,182.0,306.18000000000006
2011-04-11,test,F,50s,47,2,47.0,519.0,953.1300000000003
2011-04-13,control,M,30s,8,1,8.0,360.0,409.2
2011-04-19,test,F,30s,23,1,23.0,267.0,424.64000000000004
2011-04-19,test,F,20s,11,2,11.0,90.0,278.42
2011-04-26,control,F,20s,25,2,25.0,180.0,415.5499999999999
2011-04-28,test,M,20s,16,1,16.0,102.0,327.71999999999997
2011-04-28,test,F,40s,6,1,6.0,6.0,15.27
2011-05-04,control,M,40s,1,1,1.0,504.0,534.24
2011-05-05,control,F,20s,7,2,7.0,490.0,242.7
2011-05-05,control,M,50s,8,1,8.0,236.0,214.56
2011-05-08,control,M,30s,74,1,74.0,142.0,287.89000000000004
2011-05-13,control,M,30s,15,1,15.0,730.0,1249.6999999999998
2011-05-13,test,M,40s,21,1,21.0,207.0,407.34999999999997
2011-05-13,control,M,20s,13,1,13.0,64.0,243.75000000000003
2011-05-19,test,M,20s,35,2,35.0,478.0,570.6700000000001
2011-05-19,test,M,30s,19,1,19.0,128.0,352.85
2011-05-22,control,F,40s,9,1,9.0,99.0,257.7
2011-05-24,test,M,40s,40,2,40.0,523.0,766.9399999999998
2011-05-24,control,F,50s,13,1,13.0,228.0,317.15999999999997
2011-05-25,control,M,50s,13,1,13.0,174.0,317.6
2011-06-01,control,M,40s,2,1,2.0,144.0,152.64000000000001
2011-06-03,test,F,20s,23,2,23.0,890.0,2016.92
2011-06-05,control,M,20s,18,2,18.0,130.0,305.43999999999994
2011-06-05,control,M,30s,44,3,44.0,645.0,1198.2800000000002
2011-06-06,test,M,30s,6,1,6.0,118.0,181.3
2011-06-06,test,M,20s,7,1,7.0,50.0,114.3
2011-06-06,control,F,50s,23,1,23.0,137.0,247.60999999999999
2011-06-07,control,M,50s,75,2,75.0,978.0,1396.0300000000007
2011-06-07,test,F,20s,6,1,6.0,22.0,122.75999999999999
2011-06-07,test,F,30s,8,1,8.0,21.0,149.15
2011-06-13,control,F,50s,19,1,19.0,236.0,312.44
2011-06-14,test,F,30s,12,1,12.0,136.0,428.95
2011-06-15,control,M,30s,19,1,19.0,208.0,299.94
2011-06-15,control,M,20s,45,1,45.0,649.0,1323.93
2011-06-16,control,M,30s,23,1,23.0,336.0,421.08000000000004
2011-06-16,control,M,20s,7,1,7.0,144.0,158.4
2011-06-19,test,F,20s,8,1,8.0,36.0,111.19999999999999
2011-06-26,control,F,20s,93,1,93.0,174.0,545.3399999999999
2011-06-28,test,M,30s,18,2,18.0,266.0,721.76
2011-06-30,test,M,40s,16,1,16.0,157.0,269.4
2011-07-01,test,M,40s,34,1,34.0,150.0,118.96
2011-07-06,test,M,40s,3,1,3.0,93.0,202.1
2011-07-11,test,M,20s,5,1,5.0,42.0,213.7
2011-07-12,test,F,20s,1,1,1.0,23.0,24.380000000000003
2011-07-12,test,F,30s,94,1,94.0,236.0,501.37
2011-07-14,control,F,20s,14,1,14.0,163.0,356.84000000000003
2011-07-17,test,M,50s,3,1,3.0,13.0,49.550000000000004
2011-07-18,control,F,30s,63,1,63.0,147.0,310.4899999999999
2011-07-20,test,M,30s,25,3,25.0,260.0,436.44
2011-07-20,test,M,20s,28,1,28.0,114.0,312.90000000000003
2011-07-22,control,M,20s,68,1,68.0,130.0,218.55999999999986
2011-07-24,control,F,50s,20,1,20.0,214.0,505.4599999999999
2011-07-24,control,M,30s,9,1,9.0,1368.0,194.48000000000002
2011-07-24,control,M,20s,30,1,30.0,291.0,501.14000000000004
2011-07-28,control,F,30s,6,2,6.0,1492.0,351.6
2011-07-28,control,F,20s,47,2,47.0,328.0,364.7399999999999
2011-08-01,control,F,20s,17,1,17.0,250.0,211.13999999999996
2011-08-01,control,F,30s,77,2,77.0,173.0,455.94000000000017
2011-08-02,control,M,40s,2,1,2.0,216.0,228.95999999999998
2011-08-03,test,M,20s,99,2,99.0,338.0,728.4000000000001
2011-08-03,test,F,30s,66,2,66.0,289.0,413.27
2011-08-17,control,F,50s,87,1,87.0,380.0,588.3599999999999
2011-08-18,control,M,40s,189,2,189.0,3079.0,4976.760000000004
2011-08-18,control,F,30s,33,2,33.0,457.0,1097.97
2011-08-25,test,M,40s,9,2,9.0,332.0,273.0
2011-08-25,control,F,20s,24,1,24.0,216.0,404.79999999999995
2011-08-26,control,M,20s,34,1,34.0,105.0,199.27999999999997
2011-09-01,control,F,50s,30,1,30.0,111.0,207.72999999999996
2011-09-04,control,M,20s,19,1,19.0,266.0,761.6800000000002
2011-09-05,test,F,20s,15,1,15.0,165.0,315.17
2011-09-09,test,F,30s,53,2,53.0,120.0,339.36999999999995
2011-09-09,test,F,20s,23,2,23.0,294.0,590.1999999999999
2011-09-11,test,M,50s,14,1,14.0,128.0,231.56
2011-09-12,test,F,20s,12,1,12.0,82.0,183.07999999999998
2011-09-12,test,M,50s,11,1,11.0,57.0,129.32999999999998
2011-09-18,control,F,40s,113,1,113.0,343.0,585.1799999999997
2011-09-20,test,M,20s,81,3,81.0,541.0,1238.9199999999996
2011-09-20,test,M,30s,14,1,14.0,158.0,324.1400000000001
2011-10-03,control,F,40s,30,1,30.0,267.0,782.5899999999998
2011-10-04,test,M,30s,53,2,53.0,690.0,1399.33
2011-10-05,control,F,20s,101,3,101.0,1374.0,2465.699999999999
2011-10-05,control,F,30s,19,2,19.0,187.0,367.8499999999999
2011-10-05,control,M,50s,10,1,10.0,546.0,609.7800000000001
2011-10-05,test,M,50s,29,2,29.0,510.0,863.6899999999999
2011-10-12,test,F,30s,133,1,133.0,359.0,568.6599999999996
2011-10-13,control,M,40s,109,2,109.0,1199.0,3020.13
2011-10-14,test,F,40s,20,1,20.0,240.0,729.6
2011-10-17,control,F,40s,25,1,25.0,365.0,543.4100000000001
2011-10-19,test,F,40s,201,3,201.0,938.0,1055.1999999999996
2011-10-27,control,F,50s,32,1,32.0,83.0,142.44
2011-10-28,test,F,30s,62,1,62.0,233.0,403.2499999999999
2011-10-28,test,F,20s,1,1,1.0,1992.0,1434.24
2011-10-31,control,F,40s,40,1,40.0,323.0,656.2500000000002
2011-11-04,control,M,50s,16,1,16.0,210.0,477.94000000000005
2011-11-04,test,F,50s,37,1,37.0,157.0,194.88
2011-11-04,test,M,50s,50,1,50.0,204.0,221.63000000000002
2011-11-06,test,M,40s,221,1,221.0,711.0,1112.1099999999994
2011-11-07,test,F,30s,37,2,37.0,1047.0,526.6999999999998
2011-11-08,test,M,40s,43,2,43.0,1015.0,1532.1699999999996
2011-11-09,test,M,30s,17,1,17.0,144.0,195.86
2011-11-13,control,M,20s,66,2,66.0,168.0,383.9699999999999
2011-11-13,control,M,30s,35,1,35.0,71.0,154.29000000000002
2011-11-14,test,F,40s,43,3,43.0,430.0,955.1599999999999
2011-11-16,control,F,40s,23,1,23.0,160.0,296.76000000000005
2011-11-17,test,M,20s,32,5,32.0,482.0,983.3200000000003
2011-11-18,control,M,20s,64,4,64.0,814.0,1474.0899999999997
2011-11-18,control,M,30s,14,1,14.0,141.0,316.45
2011-11-22,control,M,20s,47,3,47.0,2075.0,2789.089999999999
2011-11-22,control,F,30s,74,3,74.0,803.0,1021.2000000000003
2011-11-22,control,F,20s,19,2,19.0,89.0,420.74999999999994
2011-11-22,test,M,50s,45,2,45.0,188.0,387.34999999999985
2011-11-23,control,F,50s,7,1,7.0,285.0,314.81000000000006
2011-11-27,test,F,50s,183,4,183.0,611.0,1304.660000000001
2011-11-29,test,M,50s,16,2,16.0,218.0,371.6
2011-11-29,test,F,40s,23,2,23.0,289.0,614.99
2011-12-01,test,F,50s,35,1,35.0,167.0,235.44
2011-12-01,control,M,40s,90,3,90.0,580.0,1324.78
2011-12-02,control,F,40s,21,1,21.0,137.0,271.98999999999995
2011-12-04,control,M,30s,23,1,23.0,164.0,443.64
2011-12-08,test,F,30s,136,2,136.0,521.0,940.7299999999997
2011-12-08,test,F,20s,2,1,2.0,2700.0,1944.0
2010-12-01,test,M,40s,14,3,14.0,440.0,535.7199999999999
2010-12-01,control,F,30s,20,1,20.0,111.0,360.05000000000007
2010-12-03,test,M,40s,66,1,66.0,179.0,309.53999999999996
2010-12-05,control,M,40s,101,2,101.0,195.0,424.35
2010-12-13,control,F,50s,18,2,18.0,232.0,323.19000000000005
2010-12-14,test,M,20s,89,2,89.0,444.0,1194.34
2010-12-16,test,M,40s,79,2,79.0,1154.0,1594.42
2011-01-04,control,M,40s,24,2,24.0,203.0,278.26000000000005
2011-01-04,test,M,20s,65,2,65.0,383.0,991.8499999999999
2011-01-04,control,F,20s,17,1,17.0,26.0,112.30000000000001
2011-01-06,test,F,40s,16,1,16.0,288.0,623.6800000000001
2011-01-13,test,M,40s,38,2,38.0,119.0,406.0
2011-01-19,control,F,30s,45,1,45.0,133.0,192.26000000000002
2011-01-21,test,M,20s,5,1,5.0,334.0,304.02
2011-01-21,test,M,30s,21,1,21.0,226.0,424.32000000000005
2011-01-24,test,F,50s,45,2,45.0,1344.0,1450.6200000000001
2011-01-25,test,M,50s,39,4,39.0,1710.0,1241.7899999999995
2011-01-27,control,F,50s,41,3,41.0,338.0,1145.4699999999998
2011-01-28,test,F,40s,9,1,9.0,117.0,358.9
2011-02-02,control,F,50s,71,1,71.0,396.0,654.9599999999997
2011-02-07,control,M,40s,84,2,84.0,507.0,1974.8100000000002
2011-02-16,control,F,50s,13,1,13.0,129.0,348.57000000000005
2011-02-18,test,M,20s,5,1,5.0,108.0,152.4
2011-02-18,test,M,30s,1,1,1.0,15.0,6.3
2011-02-22,control,M,30s,15,1,15.0,169.0,253.74999999999997
2011-02-22,control,M,20s,44,1,44.0,189.0,307.25
2011-02-23,control,M,20s,36,2,36.0,751.0,1011.7999999999998
2011-02-28,control,F,30s,19,1,19.0,270.0,441.91999999999996
2011-02-28,test,M,20s,73,1,73.0,446.0,939.9800000000004
2011-02-28,test,M,30s,7,1,7.0,55.0,176.5
2011-03-02,control,M,40s,17,2,17.0,223.0,227.39000000000001
2011-03-11,test,M,20s,4,1,4.0,21.0,57.449999999999996
2011-03-17,control,M,40s,2,1,2.0,164.0,437.40000000000003
2011-03-22,test,F,20s,37,1,37.0,172.0,292.46999999999997
2011-03-23,control,M,50s,32,1,32.0,314.0,514.3
2011-03-30,test,F,30s,15,1,15.0,38.0,245.2
2011-04-01,control,F,30s,8,1,8.0,200.0,297.12
2011-04-01,control,F,20s,115,2,115.0,780.0,1587.9000000000003
2011-04-07,control,M,30s,8,1,8.0,97.0,102.11999999999998
2011-04-11,control,M,30s,9,1,9.0,71.0,151.64999999999998
2011-04-11,control,M,20s,21,1,21.0,218.0,293.23999999999995
2011-04-21,test,F,30s,50,1,50.0,107.0,293.20000000000005
2011-04-27,control,M,30s,30,1,30.0,368.0,414.1199999999999
2011-04-27,control,M,20s,26,1,26.0,291.0,201.19000000000003
2011-05-01,control,M,30s,1,1,1.0,18.0,53.1
2011-05-04,test,M,20s,33,1,33.0,249.0,756.7300000000001
2011-05-04,test,M,30s,32,1,32.0,117.0,271.8299999999999
2011-05-04,test,F,20s,35,1,35.0,372.0,1032.4599999999998
2011-05-11,test,F,20s,37,2,37.0,590.0,863.8500000000001
2011-05-11,test,F,30s,20,1,20.0,109.0,386.37
2011-05-11,test,M,40s,3,1,3.0,178.0,288.7
2011-05-11,control,F,40s,9,1,9.0,118.0,156.01999999999998
2011-05-19,test,F,30s,75,2,75.0,422.0,718.5200000000001
2011-05-22,test,M,20s,9,1,9.0,132.0,152.33999999999997
2011-05-25,test,M,30s,9,1,9.0,348.0,326.52000000000004
2011-05-25,test,M,20s,52,1,52.0,299.0,659.3499999999997
2011-06-13,test,F,50s,20,1,20.0,83.0,133.91
2011-06-15,control,F,30s,99,1,99.0,168.0,336.10999999999973
2011-06-21,control,M,50s,1,1,1.0,24.0,13.2
2011-06-21,test,F,40s,10,1,10.0,95.0,302.39000000000004
2011-06-23,test,M,40s,20,1,20.0,166.0,305.70000000000005
2011-06-29,control,F,50s,18,1,18.0,226.0,474.18000000000006
2011-06-30,control,F,30s,49,2,49.0,159.0,399.8200000000001
2011-07-01,control,F,50s,9,1,9.0,112.0,117.68
2011-07-07,control,M,50s,37,2,37.0,232.0,438.61999999999995
2011-07-08,test,F,40s,2,1,2.0,2.0,9.2
2011-07-13,control,M,20s,8,1,8.0,113.0,152.81
2011-07-14,control,M,20s,99,3,99.0,650.0,1256.7100000000005
2011-07-26,test,F,50s,13,2,13.0,150.0,231.62
2011-07-29,control,F,40s,16,2,16.0,278.0,413.34
2011-07-31,test,F,30s,59,1,59.0,123.0,220.19999999999996
2011-08-02,test,M,20s,219,1,219.0,2529.0,4008.6200000000013
2011-08-10,test,F,30s,31,1,31.0,307.0,521.4399999999999
2011-08-10,test,F,20s,1,1,1.0,600.0,432.0
2011-08-11,control,F,50s,19,1,19.0,137.0,292.87000000000006
2011-08-16,control,M,50s,16,1,16.0,248.0,429.11999999999995
2011-08-18,test,M,40s,33,2,33.0,344.0,572.4300000000001
2011-09-01,test,F,40s,23,1,23.0,530.0,345.1
2011-09-02,control,F,40s,37,2,37.0,537.0,959.2800000000001
2011-09-05,control,F,30s,8,1,8.0,207.0,356.75
2011-09-05,control,F,20s,44,1,44.0,573.0,775.94
2011-09-07,control,F,20s,11,2,11.0,112.0,170.44
2011-09-08,control,F,30s,8,1,8.0,52.0,126.74000000000001
2011-09-11,control,F,20s,109,2,109.0,594.0,1429.7700000000002
2011-09-11,control,F,30s,10,1,10.0,90.0,384.90000000000003
2011-09-14,control,M,20s,57,3,57.0,866.0,877.7900000000003
2011-09-14,control,M,30s,31,1,31.0,272.0,537.04
2011-09-18,test,F,30s,101,2,101.0,279.0,463.39
2011-09-19,test,M,20s,17,2,17.0,337.0,678.7900000000001
2011-09-19,test,M,30s,51,1,51.0,97.0,184.82999999999993
2011-09-20,test,F,50s,30,1,30.0,269.0,865.85
2011-09-22,control,F,30s,33,1,33.0,434.0,798.4600000000002
2011-09-25,test,F,20s,31,2,31.0,446.0,1077.29
2011-09-25,test,F,30s,24,1,24.0,281.0,202.64000000000001
2011-09-27,test,M,30s,88,3,88.0,1283.0,1823.3900000000003
2011-09-28,test,M,40s,65,2,65.0,488.0,836.1799999999995
2011-09-30,test,M,40s,97,2,97.0,586.0,741.9500000000004
2011-10-02,test,M,20s,47,1,47.0,217.0,474.8699999999999
2011-10-02,test,M,30s,84,2,84.0,336.0,740.0399999999998
2011-10-04,control,M,30s,24,1,24.0,322.0,489.4199999999999
2011-10-04,control,M,20s,19,1,19.0,193.0,301.87
2011-10-07,test,M,50s,28,2,28.0,7769.0,13822.119999999999
2011-10-12,control,M,20s,46,2,46.0,1094.0,1762.5400000000002
2011-10-19,test,M,50s,2,1,2.0,68.0,65.8
2011-10-21,control,F,30s,23,1,23.0,178.0,547.3399999999999
2011-10-21,control,F,20s,1,1,1.0,600.0,192.0
2011-10-24,control,F,20s,10,1,10.0,90.0,156.09999999999997
2011-10-24,control,F,30s,5,1,5.0,34.0,56.75
2011-10-26,control,M,30s,16,2,16.0,138.0,230.08
2011-10-26,test,F,40s,19,1,19.0,147.0,344.21999999999997
2011-10-26,control,F,50s,55,2,55.0,575.0,1380.4299999999996
2011-10-26,test,M,40s,56,3,56.0,1356.0,2118.200000000001
2011-10-26,control,M,20s,32,1,32.0,213.0,423.81
2011-10-28,test,M,30s,45,2,45.0,409.0,768.3500000000001
2011-10-28,test,M,20s,12,1,12.0,312.0,1912.7999999999997
2011-10-30,control,M,40s,159,3,159.0,845.0,1747.760000000002
2011-11-02,control,F,20s,33,1,33.0,102.0,303.07
2011-11-02,control,F,30s,18,1,18.0,46.0,113.48000000000002
2011-11-06,control,M,50s,96,2,96.0,250.0,529.37
2011-11-07,test,M,40s,134,3,134.0,685.0,1618.0900000000022
2011-11-11,test,F,50s,2,1,2.0,108.0,122.4
2011-11-13,test,M,20s,89,2,89.0,228.0,473.9499999999999
2011-11-13,test,M,30s,11,1,11.0,115.0,330.45000000000005
2011-11-16,test,F,30s,160,2,160.0,648.0,1199.6100000000004
2011-11-16,test,F,20s,24,2,24.0,738.0,726.8799999999999
2011-11-17,control,M,20s,20,3,20.0,251.0,383.84000000000003
2011-11-17,control,M,30s,64,1,64.0,116.0,177.90999999999994
2011-11-28,control,F,40s,83,1,83.0,663.0,404.66
2011-12-04,control,F,20s,44,2,44.0,470.0,822.9099999999999
2011-12-04,control,F,30s,114,3,114.0,651.0,1132.59
2011-12-05,test,F,40s,30,1,30.0,448.0,369.44
2011-12-07,test,F,50s,41,2,41.0,290.0,495.09000000000003
2010-12-01,control,F,50s,48,3,48.0,369.0,970.2500000000002
2010-12-07,control,M,40s,3,1,3.0,32.0,172.0
2010-12-08,control,F,40s,68,2,68.0,1752.0,2960.939999999998
2010-12-10,control,M,40s,1,1,1.0,30.0,202.5
2010-12-13,control,F,30s,2,1,2.0,490.0,218.1
2010-12-13,test,M,30s,57,1,57.0,843.0,1121.9200000000005
2010-12-13,control,F,20s,2,1,2.0,46.0,110.7
2010-12-14,test,M,50s,6,1,6.0,38.0,134.64999999999998
2010-12-14,control,M,40s,48,1,48.0,971.0,925.9200000000002
2010-12-15,control,M,40s,12,1,12.0,194.0,346.8
2011-01-04,test,M,50s,1,1,1.0,24.0,90.0
2011-01-05,control,F,50s,198,3,198.0,1685.0,1724.9500000000016
2011-01-06,control,M,40s,1,1,1.0,72.0,76.32000000000001
2011-01-07,test,F,40s,17,2,17.0,291.0,760.3900000000002
2011-01-10,test,F,20s,5,1,5.0,243.0,344.93999999999994
2011-01-13,control,M,50s,15,2,15.0,228.0,393.5
2011-01-16,test,F,20s,9,1,9.0,60.0,203.29999999999998
2011-01-16,test,F,30s,37,1,37.0,109.0,281.64000000000004
2011-01-18,control,M,40s,21,1,21.0,66.0,143.82
2011-01-19,control,F,50s,3,1,3.0,37.0,63.0
2011-01-24,test,F,30s,18,1,18.0,151.0,309.42999999999995
2011-01-27,control,F,20s,17,1,17.0,26.0,116.4
2011-01-30,control,F,50s,98,1,98.0,386.0,778.2600000000001
2011-01-31,test,M,40s,16,1,16.0,260.0,315.57
2011-02-02,control,F,30s,9,1,9.0,44.0,141.3
2011-02-02,control,M,40s,7,1,7.0,145.0,153.76
2011-02-03,control,F,30s,41,1,41.0,643.0,1177.8400000000001
2011-02-08,control,F,40s,25,2,25.0,211.0,609.5500000000001
2011-02-11,control,F,40s,10,1,10.0,88.0,136.3
2011-02-14,control,M,50s,6,1,6.0,28.0,114.99999999999999
2011-02-16,control,F,20s,1,1,1.0,600.0,390.0
2011-02-17,test,F,30s,116,2,116.0,1004.0,1202.710000000001
2011-02-17,test,F,20s,5,1,5.0,303.0,373.98
2011-02-24,control,F,40s,67,1,67.0,339.0,504.56
2011-02-25,test,F,40s,19,1,19.0,116.0,361.40000000000003
2011-02-28,test,M,50s,15,1,15.0,346.0,549.26
2011-03-03,test,M,40s,29,2,29.0,387.0,831.6299999999999
2011-03-03,control,M,30s,50,2,50.0,399.0,710.78
2011-03-03,control,M,20s,17,1,17.0,149.0,303.03
2011-03-09,control,F,40s,27,1,27.0,87.0,188.25
2011-03-10,test,M,50s,19,1,19.0,120.0,312.8
2011-03-11,control,F,50s,31,1,31.0,514.0,1794.1000000000001
2011-03-13,test,F,20s,63,1,63.0,124.0,220.47
2011-03-14,test,M,20s,28,1,28.0,172.0,377.88
2011-03-14,control,F,20s,2,1,2.0,80.0,140.0
2011-03-22,test,M,40s,41,1,41.0,664.0,657.6799999999998
2011-03-23,control,M,30s,5,1,5.0,150.0,170.94
2011-03-23,control,M,20s,3,1,3.0,300.0,495.0
2011-03-24,control,F,40s,36,1,36.0,356.0,837.5900000000001
2011-03-27,control,F,30s,4,1,4.0,57.0,121.95
2011-04-05,control,F,40s,20,1,20.0,489.0,304.13
2011-04-06,test,M,40s,48,3,48.0,619.0,1339.4499999999998
2011-04-06,control,F,40s,33,2,33.0,279.0,507.11999999999995
2011-04-07,control,M,50s,45,2,45.0,190.0,363.39
2011-04-10,control,M,40s,26,1,26.0,29.0,157.59999999999997
2011-04-11,control,M,50s,15,1,15.0,156.0,269.95
2011-04-17,test,M,30s,18,1,18.0,79.0,218.55000000000004
2011-04-21,test,F,50s,15,1,15.0,538.0,1007.9
2011-04-21,test,M,40s,13,1,13.0,162.0,232.68
2011-04-27,control,M,50s,80,3,80.0,1106.0,1891.8399999999992
2011-05-01,control,F,20s,14,1,14.0,522.0,810.5600000000001
2011-05-04,test,F,50s,12,2,12.0,143.0,386.85
2011-05-04,test,M,50s,11,1,11.0,40.0,114.04
2011-05-05,test,F,30s,27,2,27.0,342.0,520.0
2011-05-08,control,F,40s,13,2,13.0,139.0,294.98
2011-05-10,test,F,30s,60,2,60.0,148.0,224.71
2011-05-19,test,F,50s,27,1,27.0,425.0,384.58000000000004
2011-05-22,test,M,50s,30,1,30.0,215.0,508.11
2011-05-24,control,M,50s,46,2,46.0,621.0,896.0899999999998
