InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
204983,SKU_1621,T-shirt,8.00,2024-12-04 10:00,57.70,55788.00,Spain,0.27,Bank Transfer,29.34,Electronics,Online,Not Returned,DHL,Paris,Low
541905,SKU_1556,Wall Clock,16.00,2024-12-04 11:00,84.43,61636.00,Italy,0.04,Bank Transfer,27.18,Furniture,Online,Not Returned,Royal Mail,London,Low
205652,SKU_1278,Wall Clock,9.00,2024-12-04 12:00,73.39,97518.00,Belgium,0.44,Bank Transfer,15.90,Electronics,In-store,Not Returned,UPS,Rome,High
695708,SKU_1331,Backpack,45.00,2024-12-04 13:00,89.78,65483.00,United Kingdom,0.12,paypall,7.25,Stationery,Online,Not Returned,DHL,Rome,Medium
177848,SKU_1772,White Mug,14.00,2024-12-04 14:00,88.39,67248.00,Netherlands,0.36,Bank Transfer,14.00,Stationery,In-store,Not Returned,UPS,London,Low
862492,SKU_1723,USB Cable,9.00,2024-12-04 15:00,40.09,20241.00,Norway,0.01,Bank Transfer,10.78,Apparel,In-store,Not Returned,DHL,Paris,High
840894,SKU_1194,Headphones,32.00,2024-12-04 16:00,62.54,88216.00,Belgium,0.23,Credit Card,14.72,Furniture,In-store,Not Returned,UPS,Amsterdam,High
497538,SKU_1630,T-shirt,36.00,2024-12-04 17:00,9.92,81878.00,Spain,0.11,Credit Card,15.39,Stationery,Online,Not Returned,UPS,Amsterdam,Medium
662523,SKU_1705,T-shirt,28.00,2024-12-04 18:00,50.37,81492.00,Sweden,0.28,Bank Transfer,9.23,Accessories,Online,Not Returned,FedEx,Berlin,Medium
210629,SKU_1042,Backpack,16.00,2024-12-04 19:00,70.12,54725.00,United States,0.09,paypall,13.16,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium
990238,SKU_1979,Wireless Mouse,12.00,2024-12-04 20:00,89.78,0.00,Sweden,0.38,paypall,11.93,Apparel,In-store,Not Returned,DHL,,High
684249,SKU_1257,Desk Lamp,32.00,2024-12-04 21:00,45.73,42298.00,Netherlands,0.47,paypall,27.70,Stationery,In-store,Not Returned,UPS,London,High
352139,SKU_1687,Office Chair,47.00,2024-12-04 22:00,83.01,28015.00,Sweden,0.28,Bank Transfer,26.89,Furniture,Online,Returned,FedEx,Paris,Medium
150356,SKU_1441,Blue Pen,17.00,2024-12-04 23:00,78.64,40804.00,Norway,0.24,paypall,24.24,Electronics,Online,Not Returned,UPS,Rome,Medium
729041,SKU_1295,Headphones,10.00,2024-12-05 00:00,30.89,0.00,Netherlands,0.23,paypall,7.58,Apparel,In-store,Returned,FedEx,Amsterdam,Medium
618275,SKU_1610,Blue Pen,43.00,2024-12-05 01:00,67.83,63692.00,Netherlands,0.36,Bank Transfer,19.77,Accessories,In-store,Not Returned,DHL,London,High
911355,SKU_1436,Desk Lamp,5.00,2024-12-05 02:00,84.55,45719.00,United States,0.30,Credit Card,19.29,Accessories,In-store,Not Returned,UPS,London,High
478035,SKU_1954,Notebook,29.00,2024-12-05 03:00,29.56,16230.00,Portugal,0.37,Credit Card,8.78,Stationery,Online,Not Returned,Royal Mail,London,Low
712766,SKU_1707,Office Chair,25.00,2024-12-05 04:00,15.14,0.00,Portugal,0.16,paypall,19.10,Accessories,Online,Returned,UPS,London,High
133750,SKU_1958,Wireless Mouse,37.00,2024-12-05 05:00,12.02,58979.00,France,0.21,Bank Transfer,20.78,Stationery,In-store,Not Returned,DHL,Rome,Low
460013,SKU_1628,Wireless Mouse,27.00,2024-12-05 06:00,10.97,46156.00,France,0.31,paypall,13.09,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
600443,SKU_1675,Notebook,43.00,2024-12-05 07:00,32.30,34457.00,Spain,0.44,Bank Transfer,28.75,Apparel,Online,Not Returned,FedEx,Amsterdam,High
344365,SKU_1807,Office Chair,8.00,2024-12-05 08:00,48.99,19689.00,Australia,0.01,paypall,22.95,Accessories,Online,Not Returned,FedEx,London,High
352415,SKU_1397,Desk Lamp,22.00,2024-12-05 10:00,24.11,57087.00,United States,0.28,paypall,13.60,Electronics,Online,Not Returned,Royal Mail,London,Medium
490186,SKU_1974,Wall Clock,33.00,2024-12-05 11:00,42.03,66843.00,Sweden,0.28,paypall,11.45,Furniture,In-store,Not Returned,DHL,Paris,Low
908415,SKU_1124,Headphones,8.00,2024-12-05 12:00,81.81,86084.00,Germany,0.18,Bank Transfer,7.39,Accessories,In-store,Not Returned,DHL,London,High
998165,SKU_1496,Wall Clock,7.00,2024-12-05 13:00,64.90,87579.00,Spain,0.31,paypall,28.85,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
580826,SKU_1868,Blue Pen,31.00,2024-12-05 14:00,24.98,33211.00,Portugal,0.11,Credit Card,23.19,Furniture,In-store,Not Returned,FedEx,Rome,Medium
605916,SKU_1800,Wireless Mouse,1.00,2024-12-05 15:00,95.55,34596.00,Norway,0.13,Credit Card,12.22,Apparel,Online,Not Returned,Royal Mail,London,Medium
995528,SKU_1363,Desk Lamp,37.00,2024-12-05 16:00,25.21,84615.00,United Kingdom,0.42,Credit Card,19.12,Electronics,In-store,Not Returned,FedEx,Paris,High
499121,SKU_1146,Wireless Mouse,49.00,2024-12-05 17:00,34.91,33247.00,Italy,0.27,Bank Transfer,8.09,Furniture,Online,Not Returned,FedEx,Paris,High
417627,SKU_1459,USB Cable,44.00,2024-12-05 18:00,28.70,44233.00,Spain,0.08,Bank Transfer,8.10,Apparel,In-store,Not Returned,Royal Mail,Paris,Low
911460,SKU_1170,Backpack,46.00,2024-12-05 19:00,7.11,23813.00,United Kingdom,0.42,paypall,16.88,Stationery,Online,Not Returned,Royal Mail,London,High
562825,SKU_1309,Notebook,3.00,2024-12-05 20:00,68.55,89768.00,Netherlands,0.18,Bank Transfer,25.74,Apparel,Online,Not Returned,FedEx,Berlin,Low
283118,SKU_1712,Wall Clock,28.00,2024-12-05 21:00,7.70,72944.00,Australia,0.34,paypall,5.13,Electronics,Online,Returned,FedEx,Rome,High
364378,SKU_1978,Backpack,10.00,2024-12-05 22:00,94.27,32287.00,Belgium,0.33,Credit Card,29.29,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
836169,SKU_1351,Office Chair,34.00,2024-12-05 23:00,17.95,59858.00,Netherlands,0.31,Credit Card,14.61,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
304239,SKU_1859,Desk Lamp,22.00,2024-12-06 00:00,94.20,31051.00,Norway,0.17,Bank Transfer,12.87,Stationery,In-store,Not Returned,DHL,Rome,Medium
417155,SKU_1347,Desk Lamp,5.00,2024-12-06 01:00,19.88,64103.00,Australia,0.39,paypall,17.81,Apparel,In-store,Not Returned,DHL,Rome,High
216135,SKU_1350,T-shirt,49.00,2024-12-06 03:00,1.65,67921.00,Sweden,0.39,Credit Card,27.52,Apparel,In-store,Not Returned,FedEx,Rome,Low
243133,SKU_1572,Notebook,21.00,2024-12-06 04:00,26.80,41713.00,Sweden,0.25,paypall,11.44,Accessories,Online,Not Returned,UPS,London,Medium
149253,SKU_1995,Notebook,35.00,2024-12-06 05:00,73.03,28223.00,Australia,0.47,Bank Transfer,22.49,Electronics,Online,Not Returned,Royal Mail,Paris,High
751222,SKU_1140,Office Chair,32.00,2024-12-06 06:00,73.71,38918.00,United States,0.19,paypall,7.76,Stationery,In-store,Not Returned,FedEx,Rome,High
713642,SKU_1169,USB Cable,23.00,2024-12-06 07:00,1.00,99337.00,Sweden,0.49,Credit Card,8.49,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low
668955,SKU_1224,Wall Clock,24.00,2024-12-06 08:00,14.62,95981.00,Germany,0.03,Credit Card,17.61,Furniture,Online,Not Returned,DHL,London,High
420940,SKU_1745,White Mug,23.00,2024-12-06 09:00,7.51,71210.00,Spain,0.05,Credit Card,15.77,Stationery,In-store,Not Returned,FedEx,Amsterdam,High
981330,SKU_1785,Office Chair,34.00,2024-12-06 10:00,25.82,18769.00,Belgium,0.37,paypall,22.09,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
212042,SKU_1220,Backpack,34.00,2024-12-06 11:00,27.08,55854.00,Netherlands,0.07,Bank Transfer,18.47,Stationery,Online,Not Returned,FedEx,Amsterdam,Medium
164065,SKU_1364,White Mug,1.00,2024-12-06 12:00,29.52,70493.00,Belgium,0.39,paypall,16.46,Furniture,In-store,Not Returned,DHL,Berlin,Low
438530,SKU_1742,Backpack,25.00,2024-12-06 13:00,74.94,26304.00,Australia,0.27,paypall,15.38,Apparel,In-store,Returned,DHL,Amsterdam,High
654926,SKU_1839,T-shirt,33.00,2024-12-06 14:00,19.94,92286.00,France,0.14,Bank Transfer,13.13,Furniture,In-store,Not Returned,FedEx,Rome,Medium
182455,SKU_1112,Wireless Mouse,31.00,2024-12-06 15:00,30.96,20506.00,Australia,0.11,Credit Card,6.06,Apparel,In-store,Not Returned,Royal Mail,Rome,Low
517100,SKU_1248,Backpack,48.00,2024-12-06 16:00,33.93,57421.00,Norway,0.10,Bank Transfer,7.89,Apparel,In-store,Not Returned,UPS,Amsterdam,High
852376,SKU_1469,White Mug,13.00,2024-12-06 17:00,9.83,21198.00,France,0.12,Bank Transfer,11.92,Electronics,In-store,Not Returned,FedEx,Berlin,Medium
261769,SKU_1448,T-shirt,29.00,2024-12-06 18:00,96.41,73265.00,United States,0.38,Bank Transfer,9.53,Electronics,Online,Not Returned,DHL,Rome,High
707908,SKU_1047,Blue Pen,21.00,2024-12-06 19:00,1.74,17083.00,Australia,0.42,Credit Card,27.76,Furniture,In-store,Not Returned,DHL,Berlin,Low
748631,SKU_1350,White Mug,15.00,2024-12-06 20:00,96.09,94101.00,Netherlands,0.21,Bank Transfer,16.19,Accessories,Online,Not Returned,Royal Mail,Rome,High
326909,SKU_1083,T-shirt,21.00,2024-12-06 21:00,12.38,90658.00,United Kingdom,0.02,paypall,19.84,Accessories,In-store,Returned,FedEx,Berlin,High
631402,SKU_1675,Notebook,34.00,2024-12-06 22:00,33.69,44520.00,Spain,0.05,paypall,6.54,Apparel,In-store,Not Returned,FedEx,London,Low
654838,SKU_1598,Office Chair,4.00,2024-12-06 23:00,54.36,52688.00,Belgium,0.15,Credit Card,26.81,Accessories,In-store,Not Returned,UPS,London,High
540987,SKU_1976,White Mug,43.00,2024-12-07 00:00,99.17,63298.00,France,0.49,Bank Transfer,19.67,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
368636,SKU_1172,USB Cable,42.00,2024-12-07 01:00,69.80,88253.00,Germany,0.01,Bank Transfer,6.25,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
333720,SKU_1905,Wireless Mouse,43.00,2024-12-07 02:00,59.34,88570.00,Belgium,0.25,Bank Transfer,28.67,Stationery,Online,Not Returned,DHL,London,Low
364115,SKU_1904,T-shirt,7.00,2024-12-07 03:00,45.65,96479.00,Belgium,0.35,Credit Card,18.33,Accessories,In-store,Not Returned,FedEx,Rome,Medium
277422,SKU_1941,T-shirt,30.00,2024-12-07 04:00,89.22,13489.00,Portugal,0.02,paypall,24.29,Stationery,In-store,Not Returned,UPS,Rome,High
765004,SKU_1144,Notebook,45.00,2024-12-07 05:00,54.43,24764.00,Germany,0.04,Credit Card,28.47,Furniture,Online,Not Returned,FedEx,Rome,High
847065,SKU_1761,Blue Pen,35.00,2024-12-07 06:00,18.44,57691.00,France,0.43,paypall,19.06,Apparel,Online,Not Returned,Royal Mail,Paris,Low
575848,SKU_1544,Headphones,35.00,2024-12-07 08:00,65.32,40771.00,Norway,0.46,paypall,16.57,Electronics,In-store,Not Returned,DHL,London,High
988391,SKU_1320,Headphones,31.00,2024-12-07 09:00,44.14,0.00,Germany,0.15,Bank Transfer,15.41,Furniture,In-store,Not Returned,DHL,Paris,Medium
243606,SKU_1147,White Mug,1.00,2024-12-07 10:00,92.88,98747.00,Netherlands,0.22,Bank Transfer,26.71,Furniture,Online,Not Returned,DHL,Paris,High
768128,SKU_1705,Wall Clock,48.00,2024-12-07 11:00,41.95,59152.00,Germany,0.05,Bank Transfer,14.86,Electronics,Online,Not Returned,DHL,London,High
384769,SKU_1125,Notebook,39.00,2024-12-07 12:00,71.46,77477.00,Portugal,0.09,paypall,17.35,Electronics,In-store,Not Returned,Royal Mail,Rome,Low
597992,SKU_1911,T-shirt,11.00,2024-12-07 13:00,89.92,12039.00,United States,0.01,Credit Card,20.32,Accessories,Online,Not Returned,FedEx,London,Medium
915092,SKU_1968,Notebook,5.00,2024-12-07 14:00,17.60,93696.00,United Kingdom,0.49,Credit Card,20.94,Apparel,Online,Not Returned,Royal Mail,Paris,High
830536,SKU_1909,Wireless Mouse,35.00,2024-12-07 15:00,53.57,19255.00,Norway,0.02,Bank Transfer,10.39,Stationery,Online,Not Returned,UPS,Paris,Medium
120032,SKU_1640,Headphones,27.00,2024-12-07 16:00,54.46,54007.00,Australia,0.38,paypall,18.89,Electronics,Online,Not Returned,UPS,Paris,High
531108,SKU_1674,T-shirt,2.00,2024-12-07 17:00,18.35,61806.00,Sweden,0.04,paypall,9.01,Accessories,In-store,Not Returned,UPS,Paris,Medium
585341,SKU_1465,Headphones,49.00,2024-12-07 18:00,79.55,90628.00,United States,0.17,Bank Transfer,6.00,Apparel,In-store,Not Returned,UPS,Amsterdam,High
299451,SKU_1128,Wireless Mouse,30.00,2024-12-07 19:00,3.76,14217.00,Italy,0.15,paypall,19.07,Accessories,Online,Not Returned,Royal Mail,London,Low
648645,SKU_1682,White Mug,11.00,2024-12-07 20:00,37.52,95232.00,Netherlands,0.22,Bank Transfer,8.58,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
575728,SKU_1836,White Mug,49.00,2024-12-07 21:00,31.02,88955.00,Belgium,0.49,Bank Transfer,11.45,Furniture,In-store,Not Returned,FedEx,Berlin,High
362641,SKU_1074,T-shirt,47.00,2024-12-07 22:00,30.73,63146.00,Norway,0.33,Bank Transfer,21.16,Apparel,Online,Not Returned,FedEx,Rome,Medium
249905,SKU_1767,T-shirt,19.00,2024-12-08 00:00,86.54,84085.00,France,0.31,Credit Card,15.51,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium
564164,SKU_1215,Headphones,19.00,2024-12-08 01:00,25.40,39267.00,Sweden,0.49,Bank Transfer,24.98,Stationery,In-store,Not Returned,DHL,Amsterdam,High
811960,SKU_1742,Wireless Mouse,6.00,2024-12-08 02:00,63.20,69711.00,France,0.49,paypall,23.77,Electronics,Online,Not Returned,UPS,Berlin,Low
431972,SKU_1236,T-shirt,41.00,2024-12-08 03:00,61.96,32472.00,Netherlands,0.46,Bank Transfer,7.05,Apparel,Online,Not Returned,FedEx,London,Low
455067,SKU_1095,Wall Clock,29.00,2024-12-08 04:00,17.88,69805.00,United States,0.15,paypall,13.43,Apparel,In-store,Not Returned,FedEx,Paris,Low
983794,SKU_1182,Backpack,32.00,2024-12-08 05:00,45.77,72867.00,France,0.27,Bank Transfer,16.57,Furniture,In-store,Not Returned,FedEx,London,High
231098,SKU_1911,White Mug,37.00,2024-12-08 06:00,28.77,69369.00,Italy,0.38,Bank Transfer,24.41,Electronics,Online,Not Returned,Royal Mail,Paris,Low
898540,SKU_1632,Headphones,41.00,2024-12-08 07:00,61.72,80990.00,Spain,0.22,paypall,23.26,Stationery,Online,Not Returned,DHL,London,Medium
638758,SKU_1194,White Mug,37.00,2024-12-08 08:00,51.42,65186.00,Spain,0.34,Credit Card,9.04,Electronics,Online,Not Returned,UPS,Rome,Medium
391929,SKU_1249,Wireless Mouse,22.00,2024-12-08 09:00,2.41,62535.00,Spain,0.08,paypall,6.56,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium
495469,SKU_1622,Headphones,7.00,2024-12-08 10:00,28.52,33439.00,Italy,0.32,paypall,23.74,Electronics,Online,Returned,Royal Mail,Berlin,Medium
558105,SKU_1446,Wireless Mouse,29.00,2024-12-08 11:00,41.34,37984.00,Spain,0.18,Credit Card,27.87,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
906458,SKU_1071,T-shirt,40.00,2024-12-08 12:00,86.62,54167.00,Italy,0.47,Credit Card,16.72,Stationery,Online,Not Returned,Royal Mail,London,Medium
546023,SKU_1991,Backpack,40.00,2024-12-08 13:00,81.46,66675.00,Australia,0.28,Bank Transfer,11.53,Apparel,In-store,Not Returned,FedEx,London,Low
275330,SKU_1917,USB Cable,27.00,2024-12-08 14:00,90.59,63882.00,United Kingdom,0.36,paypall,7.54,Apparel,In-store,Not Returned,Royal Mail,Rome,High
850170,SKU_1951,Backpack,10.00,2024-12-08 15:00,59.81,26345.00,Sweden,0.45,Bank Transfer,13.49,Accessories,Online,Not Returned,DHL,Amsterdam,Low
539363,SKU_1051,Blue Pen,4.00,2024-12-08 16:00,32.13,0.00,Sweden,0.27,paypall,17.92,Accessories,Online,Not Returned,UPS,Berlin,High
407561,SKU_1495,White Mug,43.00,2024-12-08 17:00,39.05,50367.00,Belgium,0.34,Bank Transfer,23.25,Accessories,In-store,Not Returned,FedEx,Paris,Low
994211,SKU_1976,Backpack,43.00,2024-12-08 18:00,27.87,26063.00,Netherlands,0.10,Credit Card,8.62,Accessories,Online,Not Returned,FedEx,London,Medium
606513,SKU_1154,Headphones,45.00,2024-12-08 19:00,26.61,71563.00,Portugal,0.23,Credit Card,12.81,Accessories,In-store,Not Returned,FedEx,Rome,Low
494302,SKU_1319,Wall Clock,20.00,2024-12-08 20:00,71.63,29986.00,France,0.20,Credit Card,13.47,Furniture,In-store,Not Returned,UPS,Amsterdam,Low
200319,SKU_1300,USB Cable,44.00,2024-12-08 21:00,73.41,92256.00,Spain,0.18,Credit Card,17.31,Stationery,In-store,Not Returned,DHL,Rome,High
711275,SKU_1194,Blue Pen,26.00,2024-12-08 22:00,39.23,79028.00,Australia,0.05,paypall,5.46,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
175443,SKU_1025,Desk Lamp,8.00,2024-12-08 23:00,41.38,69943.00,United Kingdom,0.47,paypall,11.11,Stationery,Online,Returned,FedEx,Paris,Low
191838,SKU_1396,Headphones,45.00,2024-12-09 01:00,54.75,54606.00,United Kingdom,0.17,Bank Transfer,24.42,Electronics,Online,Not Returned,DHL,Paris,Low
971815,SKU_1208,Blue Pen,45.00,2024-12-09 02:00,45.19,24190.00,Sweden,0.20,paypall,21.74,Accessories,Online,Not Returned,UPS,Berlin,High
415637,SKU_1413,Office Chair,36.00,2024-12-09 03:00,16.18,0.00,Belgium,0.48,Credit Card,20.04,Furniture,In-store,Not Returned,Royal Mail,,Low
384949,SKU_1732,Office Chair,38.00,2024-12-09 04:00,8.15,43049.00,Norway,0.13,Credit Card,16.63,Stationery,Online,Not Returned,DHL,London,Medium
423930,SKU_1845,Desk Lamp,6.00,2024-12-09 05:00,46.33,0.00,United States,0.21,Bank Transfer,13.29,Furniture,Online,Not Returned,DHL,Amsterdam,Medium
114248,SKU_1797,USB Cable,30.00,2024-12-09 06:00,35.22,24187.00,Netherlands,0.02,paypall,24.54,Stationery,In-store,Not Returned,FedEx,Rome,Medium
301075,SKU_1996,Blue Pen,32.00,2024-12-09 07:00,14.02,40244.00,France,0.37,Credit Card,9.50,Accessories,Online,Not Returned,Royal Mail,Rome,High
256456,SKU_1252,Headphones,10.00,2024-12-09 08:00,93.83,42707.00,Australia,0.21,paypall,15.89,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
233968,SKU_1427,T-shirt,35.00,2024-12-09 09:00,38.58,10729.00,Norway,0.46,paypall,17.06,Furniture,Online,Not Returned,Royal Mail,Berlin,High
971480,SKU_1943,USB Cable,42.00,2024-12-09 10:00,71.30,47576.00,Portugal,0.45,Bank Transfer,12.04,Accessories,In-store,Not Returned,DHL,Rome,High
186175,SKU_1613,Notebook,27.00,2024-12-09 11:00,30.29,32381.00,Italy,0.04,paypall,12.46,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low
811392,SKU_1264,USB Cable,25.00,2024-12-09 12:00,6.68,51687.00,United States,0.28,Credit Card,25.00,Accessories,In-store,Not Returned,UPS,London,Low
947454,SKU_1175,Headphones,29.00,2024-12-09 13:00,89.20,29436.00,Sweden,0.37,Credit Card,20.60,Electronics,Online,Not Returned,UPS,London,High
445398,SKU_1351,Headphones,14.00,2024-12-09 14:00,85.53,34558.00,United States,0.15,paypall,24.30,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
977061,SKU_1183,White Mug,37.00,2024-12-09 15:00,4.66,10725.00,France,0.47,Credit Card,10.45,Stationery,Online,Not Returned,UPS,London,Medium
838568,SKU_1901,Wall Clock,47.00,2024-12-09 17:00,97.37,28811.00,Portugal,0.22,paypall,20.50,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium
671679,SKU_1498,Desk Lamp,36.00,2024-12-09 18:00,6.10,71913.00,Australia,0.29,paypall,10.54,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
211011,SKU_1192,Headphones,4.00,2024-12-09 19:00,82.17,66742.00,Netherlands,0.41,Credit Card,10.20,Apparel,Online,Not Returned,DHL,London,Medium
325151,SKU_1856,Backpack,45.00,2024-12-09 20:00,74.72,11014.00,Germany,0.16,Credit Card,6.51,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
449711,SKU_1999,Wall Clock,6.00,2024-12-09 21:00,27.34,33074.00,Portugal,0.12,Credit Card,27.70,Electronics,In-store,Not Returned,Royal Mail,London,High
531912,SKU_1194,Wall Clock,20.00,2024-12-09 23:00,34.97,83805.00,Belgium,0.25,Bank Transfer,15.31,Furniture,In-store,Returned,FedEx,London,Medium
547170,SKU_1020,Blue Pen,46.00,2024-12-10 00:00,28.76,39973.00,Belgium,0.47,Credit Card,7.42,Apparel,In-store,Returned,UPS,Rome,Medium
575833,SKU_1333,T-shirt,27.00,2024-12-10 01:00,14.08,48650.00,United Kingdom,0.35,Bank Transfer,23.82,Accessories,Online,Not Returned,DHL,Berlin,Low
116858,SKU_1568,Office Chair,7.00,2024-12-10 03:00,45.58,13027.00,Germany,0.38,Credit Card,5.96,Accessories,Online,Not Returned,Royal Mail,London,Medium
341544,SKU_1054,Desk Lamp,23.00,2024-12-10 04:00,26.24,49807.00,Belgium,0.18,paypall,17.76,Stationery,Online,Not Returned,DHL,Amsterdam,Low
736781,SKU_1303,T-shirt,16.00,2024-12-10 06:00,29.58,58596.00,France,0.13,paypall,14.27,Apparel,Online,Not Returned,UPS,London,High
794660,SKU_1533,Backpack,1.00,2024-12-10 07:00,58.71,71345.00,United Kingdom,0.37,paypall,8.95,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
796830,SKU_1140,T-shirt,31.00,2024-12-10 08:00,66.23,60951.00,Sweden,0.25,paypall,9.27,Apparel,In-store,Not Returned,DHL,London,Medium
780473,SKU_1088,Backpack,44.00,2024-12-10 09:00,74.98,30652.00,Australia,0.14,paypall,21.45,Accessories,Online,Not Returned,DHL,Paris,Medium
339828,SKU_1879,T-shirt,19.00,2024-12-10 10:00,17.34,67845.00,United Kingdom,0.32,Credit Card,15.82,Stationery,Online,Not Returned,FedEx,Berlin,High
807456,SKU_1810,Backpack,31.00,2024-12-10 11:00,41.76,16424.00,United States,0.44,Credit Card,23.26,Accessories,In-store,Returned,Royal Mail,Paris,Low
646304,SKU_1586,Notebook,36.00,2024-12-10 12:00,1.91,86458.00,United States,0.01,paypall,21.10,Accessories,In-store,Not Returned,FedEx,Paris,Low
357826,SKU_1585,T-shirt,27.00,2024-12-10 13:00,9.34,59672.00,Belgium,0.07,paypall,10.08,Stationery,Online,Not Returned,UPS,Rome,High
564136,SKU_1304,Wall Clock,14.00,2024-12-10 14:00,26.72,37742.00,Portugal,0.03,paypall,25.07,Stationery,In-store,Not Returned,DHL,London,Medium
117445,SKU_1747,Office Chair,36.00,2024-12-10 15:00,1.71,35830.00,Spain,0.05,Credit Card,8.82,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
587656,SKU_1164,Desk Lamp,29.00,2024-12-10 16:00,14.70,39141.00,Italy,0.45,paypall,5.15,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low
528291,SKU_1216,Notebook,43.00,2024-12-10 17:00,43.94,37776.00,France,0.07,paypall,21.06,Stationery,Online,Not Returned,DHL,London,High
378835,SKU_1363,Notebook,24.00,2024-12-10 18:00,38.87,17331.00,Italy,0.28,Credit Card,7.46,Apparel,Online,Not Returned,UPS,London,Low
981042,SKU_1802,T-shirt,30.00,2024-12-10 19:00,64.30,78450.00,Sweden,0.44,paypall,5.34,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
830084,SKU_1530,Blue Pen,34.00,2024-12-10 20:00,19.92,45905.00,Australia,0.28,Bank Transfer,11.02,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium
256932,SKU_1283,Headphones,34.00,2024-12-10 21:00,23.71,76809.00,Netherlands,0.43,Credit Card,15.97,Electronics,Online,Not Returned,DHL,Paris,Medium
784781,SKU_1361,Headphones,7.00,2024-12-10 22:00,41.19,51122.00,Belgium,0.44,Bank Transfer,28.57,Furniture,Online,Not Returned,FedEx,Paris,Medium
928521,SKU_1367,Office Chair,41.00,2024-12-10 23:00,64.96,24349.00,Portugal,0.09,paypall,25.75,Accessories,Online,Not Returned,UPS,Paris,High
263062,SKU_1440,Backpack,42.00,2024-12-11 00:00,94.46,86307.00,Germany,0.48,Credit Card,18.95,Electronics,In-store,Not Returned,UPS,Berlin,Low
427983,SKU_1882,Notebook,43.00,2024-12-11 01:00,64.28,56364.00,United Kingdom,0.27,Bank Transfer,22.97,Accessories,Online,Not Returned,FedEx,Berlin,Medium
630774,SKU_1444,Desk Lamp,32.00,2024-12-11 02:00,1.19,41263.00,Norway,0.13,Credit Card,21.17,Apparel,Online,Not Returned,DHL,Berlin,Low
302174,SKU_1938,Backpack,35.00,2024-12-11 03:00,84.28,64850.00,Spain,0.39,Credit Card,22.53,Accessories,In-store,Not Returned,UPS,London,Low
562643,SKU_1376,Backpack,2.00,2024-12-11 04:00,32.55,61164.00,United States,0.04,paypall,19.21,Furniture,In-store,Not Returned,DHL,Paris,Medium
502262,SKU_1495,Blue Pen,39.00,2024-12-11 05:00,26.04,85313.00,France,0.15,paypall,17.06,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
367868,SKU_1187,White Mug,31.00,2024-12-11 06:00,70.41,28953.00,Germany,0.38,paypall,8.00,Accessories,Online,Not Returned,UPS,Paris,High
753567,SKU_1649,Desk Lamp,38.00,2024-12-11 07:00,74.01,60861.00,Italy,0.50,Credit Card,5.00,Accessories,Online,Not Returned,DHL,Rome,Low
170886,SKU_1846,White Mug,26.00,2024-12-11 08:00,46.33,56689.00,Sweden,0.18,paypall,13.65,Furniture,Online,Not Returned,FedEx,Rome,Medium
834921,SKU_1863,Headphones,16.00,2024-12-11 09:00,54.78,18243.00,Australia,0.45,Bank Transfer,7.37,Accessories,In-store,Not Returned,DHL,Berlin,Medium
193761,SKU_1962,Backpack,37.00,2024-12-11 10:00,68.93,24838.00,Spain,0.08,Bank Transfer,29.87,Accessories,Online,Returned,DHL,Rome,Medium
764524,SKU_1791,USB Cable,40.00,2024-12-11 11:00,96.63,95726.00,United Kingdom,0.25,paypall,12.70,Apparel,Online,Not Returned,FedEx,Paris,Low
857797,SKU_1713,Wireless Mouse,2.00,2024-12-11 12:00,66.80,65091.00,Germany,0.49,paypall,28.40,Stationery,In-store,Not Returned,Royal Mail,Paris,High
738454,SKU_1383,Notebook,37.00,2024-12-11 13:00,24.15,76636.00,Australia,0.34,Bank Transfer,14.21,Accessories,Online,Not Returned,UPS,Berlin,Low
